userid,motid,fit,prod,enjoy
k7ljSqeW4FVOlfAGDcioM4TMKUc2,7,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,22,0,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,9,0,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,17,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,33,0,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,17,50,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,1,50,50,50
k7ljSqeW4FVOlfAGDcioM4TMKUc2,33,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,28,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,22,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,1,-1,-1,-1
k7ljSqeW4FVOlfAGDcioM4TMKUc2,7,50,50,50
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kcXh4uN3HSXuNvwX4e7iQCyDS5W2,0,0,0,0
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,12,30,70,40
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,33,30,60,30
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,14,30,80,70
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,7,60,80,60
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,1,70,70,80
kyxPdT4IiHRPJR9BlwluRLf8Xcj2,17,70,50,50
lUXe4jq4jvQWy40bHHwdITw4UiN2,12,0,90,70
lUXe4jq4jvQWy40bHHwdITw4UiN2,28,0,0,0
lUXe4jq4jvQWy40bHHwdITw4UiN2,1,100,0,70
lhG9PuGr94UfXBQsPFwCk95uETe2,12,50,100,100
lhG9PuGr94UfXBQsPFwCk95uETe2,11,50,70,50
lhG9PuGr94UfXBQsPFwCk95uETe2,15,50,80,50
lhG9PuGr94UfXBQsPFwCk95uETe2,7,60,40,50
lhG9PuGr94UfXBQsPFwCk95uETe2,1,100,30,100
mBZa8fq95pfhMe4XtrY7TwnpwLF2,7,50,50,50
mBZa8fq95pfhMe4XtrY7TwnpwLF2,1,50,50,50
mBZa8fq95pfhMe4XtrY7TwnpwLF2,9,50,50,50
mMFewXesS1bjmOJt3J1aYmpYExG3,12,50,50,50
mMFewXesS1bjmOJt3J1aYmpYExG3,33,50,50,50
mMFewXesS1bjmOJt3J1aYmpYExG3,7,90,50,90
mMFewXesS1bjmOJt3J1aYmpYExG3,1,90,50,100
mMFewXesS1bjmOJt3J1aYmpYExG3,9,50,50,50
mMFewXesS1bjmOJt3J1aYmpYExG3,21,50,50,50
mPp1INH05LSMeoaFbWnkk3WqeHI2,33,20,80,60
mPp1INH05LSMeoaFbWnkk3WqeHI2,7,70,50,80
mPp1INH05LSMeoaFbWnkk3WqeHI2,8,80,40,80
mPp1INH05LSMeoaFbWnkk3WqeHI2,1,80,20,80
mPp1INH05LSMeoaFbWnkk3WqeHI2,9,10,30,40
mPp1INH05LSMeoaFbWnkk3WqeHI2,22,10,70,60
mcjWKmy2HQYP0Cvpx2c0L9ycfVn2,33,0,50,40
mcjWKmy2HQYP0Cvpx2c0L9ycfVn2,1,80,0,60
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,11,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,7,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,1,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,28,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,8,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,15,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,12,-1,-1,-1
mlBjFtdCk5XNzmvW9NCgjjt1nNg1,0,0,0,0
mqMl0U52MhOTp5aGyrOCEYHNryD3,0,0,0,0
mqMl0U52MhOTp5aGyrOCEYHNryD3,0,0,0,0
msQ7HOfHuBRutUH18ercY3LuJ4v2,8,50,85,83
msQ7HOfHuBRutUH18ercY3LuJ4v2,7,50,93,90
mv7gsASmOsVs1UzUBDaQbR1KXMM2,12,50,50,50
mv7gsASmOsVs1UzUBDaQbR1KXMM2,10,50,50,50
mv7gsASmOsVs1UzUBDaQbR1KXMM2,7,50,70,50
mv7gsASmOsVs1UzUBDaQbR1KXMM2,1,50,90,50
mv7gsASmOsVs1UzUBDaQbR1KXMM2,9,50,50,50
n7MTI7tHxGZV1DnrXQl6RhS16Ir1,1,70,60,80
nGwTYfMFm3ePk1hpLkwAyli5tsR2,15,0,50,60
nGwTYfMFm3ePk1hpLkwAyli5tsR2,28,0,50,20
nGwTYfMFm3ePk1hpLkwAyli5tsR2,14,0,50,70
nGwTYfMFm3ePk1hpLkwAyli5tsR2,7,60,50,80
nGwTYfMFm3ePk1hpLkwAyli5tsR2,8,80,50,70
nGwTYfMFm3ePk1hpLkwAyli5tsR2,1,80,50,70
nGwTYfMFm3ePk1hpLkwAyli5tsR2,9,0,50,60
nazQKfLWQOg4EDEE4W8ngOqb6UY2,10,0,80,70
nazQKfLWQOg4EDEE4W8ngOqb6UY2,33,0,80,70
nazQKfLWQOg4EDEE4W8ngOqb6UY2,7,50,30,30
nazQKfLWQOg4EDEE4W8ngOqb6UY2,1,70,60,70
nazQKfLWQOg4EDEE4W8ngOqb6UY2,9,0,10,20
nfjEEtW226cA4I5QGKVtedqLjX82,33,0,50,40
nfjEEtW226cA4I5QGKVtedqLjX82,7,50,50,50
nfjEEtW226cA4I5QGKVtedqLjX82,1,80,50,90
ngR4VnJGUgQajXXX4eJizIV4F2d2,12,10,10,50
ngR4VnJGUgQajXXX4eJizIV4F2d2,11,10,10,80
ngR4VnJGUgQajXXX4eJizIV4F2d2,15,10,10,50
ngR4VnJGUgQajXXX4eJizIV4F2d2,10,10,80,80
ngR4VnJGUgQajXXX4eJizIV4F2d2,7,80,70,80
ngR4VnJGUgQajXXX4eJizIV4F2d2,8,100,70,30
ngR4VnJGUgQajXXX4eJizIV4F2d2,1,100,30,100
ngR4VnJGUgQajXXX4eJizIV4F2d2,9,0,0,80
nn3UmwCR2ChUXUeEVtkHKDfowQF3,15,0,0,0
nn3UmwCR2ChUXUeEVtkHKDfowQF3,1,70,0,70
nvkEyO1sO6R97f4IFJzKdLCrL1l1,9,-1,-1,-1
nvkEyO1sO6R97f4IFJzKdLCrL1l1,1,-1,-1,-1
nvkEyO1sO6R97f4IFJzKdLCrL1l1,22,-1,-1,-1
nvkEyO1sO6R97f4IFJzKdLCrL1l1,7,-1,-1,-1
o1Vwzl70lPMhOPUseB64nHQlRKK2,10,50,50,50
o1Vwzl70lPMhOPUseB64nHQlRKK2,33,0,100,50
o1Vwzl70lPMhOPUseB64nHQlRKK2,7,100,90,70
o1Vwzl70lPMhOPUseB64nHQlRKK2,8,50,50,50
o1Vwzl70lPMhOPUseB64nHQlRKK2,1,100,100,100
o1Vwzl70lPMhOPUseB64nHQlRKK2,9,10,10,0
o6O602gITuMpEiI5txg1G1F08XR2,15,0,50,70
o6O602gITuMpEiI5txg1G1F08XR2,7,50,50,80
o6O602gITuMpEiI5txg1G1F08XR2,1,90,30,90
o6O602gITuMpEiI5txg1G1F08XR2,9,0,30,0
o6O602gITuMpEiI5txg1G1F08XR2,22,0,80,40
oAXuor9uu5SpLGvytzBYHI5V34u1,1,100,0,100
oFm0YUQTg4RVkADhSzI4MGus1N63,7,60,10,60
oFm0YUQTg4RVkADhSzI4MGus1N63,1,60,10,90
oNQjuZAfbPPnBY90qXIOa7zMRvS2,12,50,40,40
oNQjuZAfbPPnBY90qXIOa7zMRvS2,11,50,30,70
oNQjuZAfbPPnBY90qXIOa7zMRvS2,15,50,60,70
oNQjuZAfbPPnBY90qXIOa7zMRvS2,7,50,60,80
oNQjuZAfbPPnBY90qXIOa7zMRvS2,8,50,30,80
oNQjuZAfbPPnBY90qXIOa7zMRvS2,1,50,30,80
oNQjuZAfbPPnBY90qXIOa7zMRvS2,22,50,30,90
odq7NOwK5EhKm60uUlu8KQygJA13,12,50,50,50
odq7NOwK5EhKm60uUlu8KQygJA13,11,50,50,50
odq7NOwK5EhKm60uUlu8KQygJA13,28,50,50,50
odq7NOwK5EhKm60uUlu8KQygJA13,7,50,50,50
odq7NOwK5EhKm60uUlu8KQygJA13,1,50,50,50
odq7NOwK5EhKm60uUlu8KQygJA13,9,50,50,50
olnsNV9nzSXnpBaOo1uMg9FOeBu2,10,50,100,100
olnsNV9nzSXnpBaOo1uMg9FOeBu2,33,50,100,100
olnsNV9nzSXnpBaOo1uMg9FOeBu2,7,100,100,100
olnsNV9nzSXnpBaOo1uMg9FOeBu2,1,100,100,100
olnsNV9nzSXnpBaOo1uMg9FOeBu2,16,70,100,100
omzzTLY9oQdmFqmzIYCqWT94qUv1,1,50,10,80
p6BvHemzZBOh4fu22v22cUmPytm2,15,0,20,50
p6BvHemzZBOh4fu22v22cUmPytm2,27,0,20,50
p6BvHemzZBOh4fu22v22cUmPytm2,33,0,20,50
p6BvHemzZBOh4fu22v22cUmPytm2,28,0,20,50
p6BvHemzZBOh4fu22v22cUmPytm2,14,0,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,7,50,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,8,50,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,1,50,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,17,50,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,9,0,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,22,0,0,50
p6BvHemzZBOh4fu22v22cUmPytm2,23,0,0,50
p6f2lhUVZPT4Csi30jbaoVyyJVx1,15,20,50,20
p6f2lhUVZPT4Csi30jbaoVyyJVx1,33,50,50,30
p6f2lhUVZPT4Csi30jbaoVyyJVx1,7,70,50,80
p6f2lhUVZPT4Csi30jbaoVyyJVx1,1,100,100,100
pnoox2G9GwM3fEKcBfnrNnlwfTz1,7,50,30,80
pnoox2G9GwM3fEKcBfnrNnlwfTz1,1,70,10,80
pnoox2G9GwM3fEKcBfnrNnlwfTz1,16,70,30,80
pnoox2G9GwM3fEKcBfnrNnlwfTz1,9,20,0,40
qA2IZiUufmNBLx405c6OBWcwMWe2,1,100,100,100
qUlIb0INqTe5985u0u5IFVbYfAr2,12,0,50,58
qUlIb0INqTe5985u0u5IFVbYfAr2,15,0,50,58
qUlIb0INqTe5985u0u5IFVbYfAr2,9,0,87,15
qUlIb0INqTe5985u0u5IFVbYfAr2,33,0,50,61
qUlIb0INqTe5985u0u5IFVbYfAr2,1,50,87,100
qUlIb0INqTe5985u0u5IFVbYfAr2,7,50,86,94
qe5vZNO6Q5aiOgGVc9JED807Dx82,7,50,70,30
qe5vZNO6Q5aiOgGVc9JED807Dx82,1,70,40,90
qe5vZNO6Q5aiOgGVc9JED807Dx82,9,20,30,40
qi8zIzRo08MOyfDiVoRpJ0iaraJ2,7,20,0,70
qi8zIzRo08MOyfDiVoRpJ0iaraJ2,1,60,0,100
qi8zIzRo08MOyfDiVoRpJ0iaraJ2,16,50,0,100
qkxKalfJKlgTrUJSSiwJV39zLS32,1,70,0,50
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,15,0,0,10
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,33,0,30,50
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,28,0,50,70
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,7,50,0,50
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,1,90,0,80
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,16,80,0,100
rA6sJOWRl6XHZ5Pd8tqvl9wmCL33,9,0,10,50
riiBh17sb7bAw6mKf6A0UFQaHgI2,15,0,40,30
riiBh17sb7bAw6mKf6A0UFQaHgI2,33,0,70,60
riiBh17sb7bAw6mKf6A0UFQaHgI2,7,60,50,70
riiBh17sb7bAw6mKf6A0UFQaHgI2,1,70,50,60
riiBh17sb7bAw6mKf6A0UFQaHgI2,36,0,20,40
rl7qcLoLBUT1FtIkZ4hfLPoYzKo1,1,100,50,100
sMK2uGLMnIbTaM9JgBHpyyz2GR43,7,100,50,100
sMK2uGLMnIbTaM9JgBHpyyz2GR43,1,100,50,100
sMK2uGLMnIbTaM9JgBHpyyz2GR43,9,0,50,0
soacQKdMf4TqMiT73i9MzIgRMGq1,12,20,50,90
soacQKdMf4TqMiT73i9MzIgRMGq1,15,20,50,80
soacQKdMf4TqMiT73i9MzIgRMGq1,10,20,50,90
soacQKdMf4TqMiT73i9MzIgRMGq1,33,10,50,90
soacQKdMf4TqMiT73i9MzIgRMGq1,7,100,0,100
soacQKdMf4TqMiT73i9MzIgRMGq1,9,20,0,50
tAom7cbMxfhcCc5yWKbqeRZC2lD3,10,50,80,70
tAom7cbMxfhcCc5yWKbqeRZC2lD3,7,80,60,80
tAom7cbMxfhcCc5yWKbqeRZC2lD3,8,90,80,90
tAom7cbMxfhcCc5yWKbqeRZC2lD3,1,90,70,80
tAom7cbMxfhcCc5yWKbqeRZC2lD3,16,80,70,80
tAom7cbMxfhcCc5yWKbqeRZC2lD3,17,90,70,90
tFnCU6k7k0Z36GmpAN8l10rxc2L2,7,20,0,60
tFnCU6k7k0Z36GmpAN8l10rxc2L2,1,70,0,70
tFnCU6k7k0Z36GmpAN8l10rxc2L2,9,0,0,20
tTQp4JsE3Afy3r3o0S6qZXY5Sai2,7,50,50,50
tTQp4JsE3Afy3r3o0S6qZXY5Sai2,1,50,50,50
tTQp4JsE3Afy3r3o0S6qZXY5Sai2,9,50,50,50
tpeKjghvwpShMXDr6uIIakTTbby2,12,20,90,30
tpeKjghvwpShMXDr6uIIakTTbby2,33,20,50,30
tpeKjghvwpShMXDr6uIIakTTbby2,28,20,70,50
tpeKjghvwpShMXDr6uIIakTTbby2,7,70,90,70
tpeKjghvwpShMXDr6uIIakTTbby2,1,100,90,100
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,18,0,8,8
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,35,50,4,4
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,20,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,27,0,93,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,28,0,90,0
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,32,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,8,50,12,100
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,30,0,22,22
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,13,0,92,0
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,36,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,34,50,6,6
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,31,0,11,11
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,17,50,10,100
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,33,0,89,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,24,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,37,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,16,50,3,0
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,25,0,50,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,9,0,50,50
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,10,0,91,-1
tqSqrb3HXvUrhEnSQXO9EmOKDcn1,21,0,50,-1
u1gUj8Wa50NnnFOSsTnRg27b1NN2,7,50,50,50
u1gUj8Wa50NnnFOSsTnRg27b1NN2,9,0,50,50
u1gUj8Wa50NnnFOSsTnRg27b1NN2,12,0,50,50
u6p86ogSslaUqDHsA9gyLocoYfU2,35,50,100,100
u6p86ogSslaUqDHsA9gyLocoYfU2,1,50,10,100
uCu9ZcUW9panQV17kxdT9StKkyr2,33,0,30,50
uCu9ZcUW9panQV17kxdT9StKkyr2,28,0,30,100
uCu9ZcUW9panQV17kxdT9StKkyr2,7,70,30,20
uCu9ZcUW9panQV17kxdT9StKkyr2,1,100,30,100
uCu9ZcUW9panQV17kxdT9StKkyr2,16,60,30,50
uCu9ZcUW9panQV17kxdT9StKkyr2,35,100,30,100
uCu9ZcUW9panQV17kxdT9StKkyr2,9,0,0,10
uDvREwIwisfkSRMBBkNDyeF6dVx1,1,50,50,50
uDvREwIwisfkSRMBBkNDyeF6dVx1,9,50,50,50
uMC4hPMKOkabt48tNceHaDV3wQk2,15,0,30,50
uMC4hPMKOkabt48tNceHaDV3wQk2,13,0,70,70
uMC4hPMKOkabt48tNceHaDV3wQk2,14,0,30,70
uMC4hPMKOkabt48tNceHaDV3wQk2,7,50,10,70
uMC4hPMKOkabt48tNceHaDV3wQk2,8,70,10,50
uMC4hPMKOkabt48tNceHaDV3wQk2,1,70,10,50
uMC4hPMKOkabt48tNceHaDV3wQk2,9,0,10,70
uMC4hPMKOkabt48tNceHaDV3wQk2,22,0,30,70
uRILPq9uJpUYb0pyErL13IMqZKe2,7,100,0,90
uRILPq9uJpUYb0pyErL13IMqZKe2,20,30,0,70
uddnFroA38OZnWRfElyr03DG9l33,1,100,50,100
uddnFroA38OZnWRfElyr03DG9l33,9,0,50,50
ulFkCslIYxVXXcVv3mecwuS5WeX2,12,20,80,100
ulFkCslIYxVXXcVv3mecwuS5WeX2,33,20,70,80
ulFkCslIYxVXXcVv3mecwuS5WeX2,14,0,30,80
ulFkCslIYxVXXcVv3mecwuS5WeX2,7,90,0,90
ulFkCslIYxVXXcVv3mecwuS5WeX2,1,100,0,90
ulFkCslIYxVXXcVv3mecwuS5WeX2,9,0,0,20
uvQQylU7yNT2l9uyyPg0bMIRAIU2,1,80,80,80
uytrkcMqhHR3lI2Cp3jPAi31rBs1,12,50,50,50
uytrkcMqhHR3lI2Cp3jPAi31rBs1,15,50,50,50
uytrkcMqhHR3lI2Cp3jPAi31rBs1,1,50,50,50
uzmOFNpBuzddi95GCJmRzZ1NA7k2,33,0,50,0
uzmOFNpBuzddi95GCJmRzZ1NA7k2,7,50,50,20
uzmOFNpBuzddi95GCJmRzZ1NA7k2,1,70,0,80
vAfkZzmoUwO2CkaCjlGNnyomvOg1,1,100,50,80
vAfkZzmoUwO2CkaCjlGNnyomvOg1,25,0,50,10
vAmEoowur5bRdRzWhXQ4z3LGvoP2,9,-1,-1,-1
vAmEoowur5bRdRzWhXQ4z3LGvoP2,13,-1,-1,-1
vAmEoowur5bRdRzWhXQ4z3LGvoP2,16,-1,-1,-1
vAmEoowur5bRdRzWhXQ4z3LGvoP2,17,-1,-1,-1
vAmEoowur5bRdRzWhXQ4z3LGvoP2,33,-1,-1,-1
vAmEoowur5bRdRzWhXQ4z3LGvoP2,7,-1,-1,-1
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,12,0,90,50
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,15,10,50,50
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,10,10,50,50
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,7,100,100,100
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,1,100,100,100
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,16,100,100,100
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,17,100,50,100
vVa8aw1qe6VvEXsjQ3jQBqApCcv1,9,10,20,10
vaHyrnMCc8c7PBUqPBEvjjBvzH72,7,50,0,50
vaHyrnMCc8c7PBUqPBEvjjBvzH72,1,100,0,100
vaHyrnMCc8c7PBUqPBEvjjBvzH72,9,0,0,0
vd13YKk60BfzcF44dSIMzCh3fQt1,10,0,80,0
vd13YKk60BfzcF44dSIMzCh3fQt1,7,100,50,80
vd13YKk60BfzcF44dSIMzCh3fQt1,1,100,50,100
vd13YKk60BfzcF44dSIMzCh3fQt1,17,100,50,100
vd13YKk60BfzcF44dSIMzCh3fQt1,9,0,0,0
vd13YKk60BfzcF44dSIMzCh3fQt1,22,0,50,0
vs8LHIugtgREmLf6s40pBLMYOZ22,12,50,50,50
vs8LHIugtgREmLf6s40pBLMYOZ22,11,50,50,50
vs8LHIugtgREmLf6s40pBLMYOZ22,28,50,50,50
vs8LHIugtgREmLf6s40pBLMYOZ22,7,50,50,50
vs8LHIugtgREmLf6s40pBLMYOZ22,1,50,50,50
vsvjbYj1IjXWyAhx82UQo2WQ4Mb2,7,70,10,70
vsvjbYj1IjXWyAhx82UQo2WQ4Mb2,1,80,10,50
vsvjbYj1IjXWyAhx82UQo2WQ4Mb2,9,20,90,20
vsvjbYj1IjXWyAhx82UQo2WQ4Mb2,22,0,60,50
w8yDY4YYeiVDQd52QwfuDFyOSfL2,1,-1,-1,-1
w8yDY4YYeiVDQd52QwfuDFyOSfL2,12,-1,-1,-1
w8yDY4YYeiVDQd52QwfuDFyOSfL2,7,-1,-1,-1
wLNbHwruVNSC2E4co0O3RrjhVGj2,33,40,50,50
wLNbHwruVNSC2E4co0O3RrjhVGj2,1,90,50,70
wLNbHwruVNSC2E4co0O3RrjhVGj2,9,10,30,30
x2mz08nvNFRYbVaAy84SGktss412,12,50,50,50
x2mz08nvNFRYbVaAy84SGktss412,7,50,50,50
x2mz08nvNFRYbVaAy84SGktss412,1,50,50,50
x2mz08nvNFRYbVaAy84SGktss412,9,50,50,50
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,12,0,70,50
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,33,0,70,50
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,7,90,40,100
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,8,100,40,100
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,1,100,40,100
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,9,0,0,20
x4XeQzdOzLaW3dYk9vgKcCdZRJl1,22,0,0,20
xEdZEBUG4lO3zFRaCuScOOksC1e2,1,100,50,100
xEdZEBUG4lO3zFRaCuScOOksC1e2,9,0,50,0
xNC06Dd54RdHHZo7Q7KceEMyh8E2,1,90,100,80
xdDTClkE4vYg52ukEXOlS3xCbXs1,28,50,50,50
xdDTClkE4vYg52ukEXOlS3xCbXs1,7,50,50,50
xdDTClkE4vYg52ukEXOlS3xCbXs1,1,50,50,50
xdDTClkE4vYg52ukEXOlS3xCbXs1,9,50,50,50
xlOuLl8VR6SxwhgWAUFSRlBBSWF3,9,10,0,0
xy5dhVe9lAWZqFUt4zvhUwbknRp2,7,50,50,50
xy5dhVe9lAWZqFUt4zvhUwbknRp2,1,50,50,50
xy5dhVe9lAWZqFUt4zvhUwbknRp2,16,50,50,50
xy5dhVe9lAWZqFUt4zvhUwbknRp2,9,50,50,50
xy5dhVe9lAWZqFUt4zvhUwbknRp2,22,50,50,50
yDfGNaU9bhc67PCdq0Rhcn4JwoM2,7,90,50,90
yDfGNaU9bhc67PCdq0Rhcn4JwoM2,1,100,80,100
yDfGNaU9bhc67PCdq0Rhcn4JwoM2,9,10,50,10
yVcFPoPX8CYUwE8uTfGxfiR7ujG2,16,100,0,70
yVcFPoPX8CYUwE8uTfGxfiR7ujG2,9,0,0,0
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,31,0,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,28,0,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,30,0,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,10,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,13,0,50,50
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,12,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,11,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,18,0,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,16,50,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,15,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,1,50,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,7,50,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,27,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,35,50,98,98
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,8,50,100,100
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,33,-1,-1,-1
yZdFQSiIcvhxMNSsNZI0DW8QLtl2,17,50,100,100
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,11,50,50,50
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,10,50,50,50
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,7,50,50,50
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,1,50,50,50
yy6e7VAHQaWO6K7wvPlvEdSSwuc2,9,50,50,50
zAOZeUS6HXOT0tI1efHttYDard82,1,60,50,50
zCSnxxPsuBTimDg3rpAFYJ6Nr4u1,7,50,70,90
zCSnxxPsuBTimDg3rpAFYJ6Nr4u1,1,70,80,100
zG3LUddeLGOUe1TNaTW78ZJau0t2,12,20,80,40
zG3LUddeLGOUe1TNaTW78ZJau0t2,28,30,70,70
zG3LUddeLGOUe1TNaTW78ZJau0t2,7,80,30,70
zG3LUddeLGOUe1TNaTW78ZJau0t2,1,80,30,90
zG3LUddeLGOUe1TNaTW78ZJau0t2,25,10,20,30
zG3LUddeLGOUe1TNaTW78ZJau0t2,20,20,20,70
zKiWvnZ8joTKw91mJEghMegT3uf1,15,0,10,10
zKiWvnZ8joTKw91mJEghMegT3uf1,27,0,20,0
zKiWvnZ8joTKw91mJEghMegT3uf1,33,0,20,0
zKiWvnZ8joTKw91mJEghMegT3uf1,28,0,0,20
zKiWvnZ8joTKw91mJEghMegT3uf1,14,0,0,60
zKiWvnZ8joTKw91mJEghMegT3uf1,7,100,100,100
zKiWvnZ8joTKw91mJEghMegT3uf1,8,100,100,100
zKiWvnZ8joTKw91mJEghMegT3uf1,1,100,100,100
zKiWvnZ8joTKw91mJEghMegT3uf1,17,100,100,100
zKiWvnZ8joTKw91mJEghMegT3uf1,9,0,0,0
zafLNVGNJUa7DV9IiNKgrdb39Yh2,10,10,50,50
zafLNVGNJUa7DV9IiNKgrdb39Yh2,7,100,50,50
zafLNVGNJUa7DV9IiNKgrdb39Yh2,1,100,50,50
zafLNVGNJUa7DV9IiNKgrdb39Yh2,9,0,50,30
zffx0UGP7NQ4SYt2gQ84nOIJrTY2,1,100,0,80
zffx0UGP7NQ4SYt2gQ84nOIJrTY2,9,0,0,70
zffx0UGP7NQ4SYt2gQ84nOIJrTY2,20,0,0,80
zi1yZYaPsDW34Lil7c3xLr2rkav2,1,100,0,100
zi1yZYaPsDW34Lil7c3xLr2rkav2,9,0,0,0
zoup9mM5GXMuyGpOLYLxhWwbcWA3,33,30,0,50
