tripid,purpose
#31:4260,Personal_Tasks_Errands
#31:4273,Leisure_Hobby
#31:4274,Leisure_Hobby
#31:4285,Leisure_Hobby
#31:4293,Work
#31:4286,Work
#32:4257,Personal_Tasks_Errands
#31:4297,Other
#32:4313,Home
#32:4313,Business_Trip
#30:4320,Home
#31:4349,Home
#31:4349,Leisure_Hobby
#33:4238,Work
#33:4238,Home
#33:4241,Work
#33:4241,Home
#32:4267,Home
#32:4267,Work
#31:4311,Leisure_Hobby
#32:4290,Pick_Up_Drop_Off
#32:4272,Everyday_Shopping
#32:4268,Home
#30:4360,Home
#31:4308,Everyday_Shopping
#33:4250,Personal_Tasks_Errands
#32:4291,Pick_Up_Drop_Off
#32:4291,Personal_Tasks_Errands
#33:5856,Personal_Tasks_Errands
#31:4373,Other
#31:4373,Leisure_Hobby
#31:4312,Home
#32:4345,Leisure_Hobby
#30:4342,Leisure_Hobby
#30:4371,Home
#30:4371,Leisure_Hobby
#31:4332,Leisure_Hobby
#33:4272,Other
#33:4393,Other
#32:4478,Work
#31:4334,Work
#32:4360,Work
#30:5947,Work
#33:4435,Personal_Tasks_Errands
#33:4278,Work
#31:4351,Work
#32:4306,Other
#32:4315,Work
#31:4468,Personal_Tasks_Errands
#33:4923,Personal_Tasks_Errands
#33:4923,Pick_Up_Drop_Off
#31:4342,Work
#33:4291,Home
#33:4297,Home
#33:4823,Home
#33:4823,Everyday_Shopping
#31:4450,Everyday_Shopping
#31:4450,Personal_Tasks_Errands
#31:4450,Work
#30:4571,Leisure_Hobby
#33:4411,Home
#33:4411,Pick_Up_Drop_Off
#33:4312,Pick_Up_Drop_Off
#33:4353,Home
#31:4396,Pick_Up_Drop_Off
#30:4398,Home
#30:4398,Pick_Up_Drop_Off
#31:5918,Pick_Up_Drop_Off
#32:4358,Home
#32:4358,Personal_Tasks_Errands
#30:4465,Home
#31:4417,Other
#32:4431,Leisure_Hobby
#30:4445,Leisure_Hobby
#31:4420,Leisure_Hobby
#30:4489,Leisure_Hobby
#32:4381,Pick_Up_Drop_Off
#30:4418,Home
#31:4443,Everyday_Shopping
#30:5110,Leisure_Hobby
#30:4492,Everyday_Shopping
#32:4383,Home
#31:4521,Leisure_Hobby
#32:4409,Everyday_Shopping
#32:4390,Personal_Tasks_Errands
#31:4541,Personal_Tasks_Errands
#31:4541,Leisure_Hobby
#30:4466,Personal_Tasks_Errands
#33:4392,Pick_Up_Drop_Off
#33:4392,Personal_Tasks_Errands
#31:4501,Leisure_Hobby
#32:4465,Pick_Up_Drop_Off
#31:4429,Everyday_Shopping
#31:4425,Leisure_Hobby
#32:4416,Personal_Tasks_Errands
#33:4481,Personal_Tasks_Errands
#33:4481,Everyday_Shopping
#32:4406,Everyday_Shopping
#32:4406,Personal_Tasks_Errands
#31:5087,Home
#33:4385,Everyday_Shopping
#33:4382,Home
#30:4467,Personal_Tasks_Errands
#33:4410,Everyday_Shopping
#33:4410,Personal_Tasks_Errands
#33:4383,Everyday_Shopping
#31:4520,Leisure_Hobby
#30:4481,Everyday_Shopping
#30:4481,Personal_Tasks_Errands
#32:4415,Home
#31:4455,Home
#31:4459,Everyday_Shopping
#31:4459,Home
#30:4511,Leisure_Hobby
#32:4437,Leisure_Hobby
#30:4495,Everyday_Shopping
#32:4505,Leisure_Hobby
#30:4517,Other
#32:4458,Everyday_Shopping
#33:4423,Leisure_Hobby
#32:4459,Home
#33:4458,Leisure_Hobby
#32:4650,Leisure_Hobby
#32:4650,Pick_Up_Drop_Off
#30:4542,Leisure_Hobby
#32:4513,Leisure_Hobby
#31:4507,Other
#31:4507,Other
#33:4457,Other
#33:4457,Leisure_Hobby
#32:4482,Work
#32:4511,Work
#30:4553,Work
#30:4553,Pick_Up_Drop_Off
#33:4453,Work
#30:4606,Home
#31:4542,Work
#30:4577,Work
#31:4615,Personal_Tasks_Errands
#31:4548,Other
#32:4488,Everyday_Shopping
#32:4578,Work
#30:4574,Other
#32:4512,Home
#33:4554,Home
#30:5199,Work
#33:4488,Work
#32:8408,Home
#31:4545,Personal_Tasks_Errands
#33:4489,Personal_Tasks_Errands
#30:4608,Leisure_Hobby
#30:4608,Work
#30:4650,Leisure_Hobby
#32:4618,Business_Trip
#32:4715,Other
#30:4575,Leisure_Hobby
#30:4572,Leisure_Hobby
#30:12497,Leisure_Hobby
#32:4587,Pick_Up_Drop_Off
#30:4590,Personal_Tasks_Errands
#31:4854,Leisure_Hobby
#31:4561,Home
#32:4514,Home
#33:4691,Other
#31:4554,Personal_Tasks_Errands
#32:4548,Home
#31:5176,Home
#33:4499,Leisure_Hobby
#30:4632,Leisure_Hobby
#32:4522,Pick_Up_Drop_Off
#33:4594,Business_Trip
#32:4656,Leisure_Hobby
#31:4560,Leisure_Hobby
#32:4572,Personal_Tasks_Errands
#33:4506,Home
#30:4678,Business_Trip
#30:4678,Other
#31:4656,Business_Trip
#31:4609,Work
#33:4606,Work
#31:4578,Work
#30:4655,Work
#30:4682,Work
#32:4623,Work
#32:5049,Business_Trip
#30:5713,Work
#30:4639,Pick_Up_Drop_Off
#31:4589,Work
#33:4566,Personal_Tasks_Errands
#32:4590,Personal_Tasks_Errands
#33:5025,Business_Trip
#30:4646,Work
#30:4646,Leisure_Hobby
#33:5114,Home
#33:4582,Home
#33:4579,Personal_Tasks_Errands
#33:4563,Work
#31:4668,Home
#31:4668,Work
#30:5200,Work
#30:4649,Home
#33:4578,Leisure_Hobby
#31:4630,Pick_Up_Drop_Off
#30:4665,Pick_Up_Drop_Off
#31:4695,Personal_Tasks_Errands
#31:4631,Work
#31:5687,Leisure_Hobby
#31:4641,Work
#31:4641,Business_Trip
#31:4641,Personal_Tasks_Errands
#31:4641,Other
#31:4683,Everyday_Shopping
#30:4662,Everyday_Shopping
#32:4602,Leisure_Hobby
#32:4665,Everyday_Shopping
#32:4665,Personal_Tasks_Errands
#33:5620,Home
#32:4603,Home
#32:4603,Everyday_Shopping
#30:4734,Personal_Tasks_Errands
#30:5711,Leisure_Hobby
#31:4712,Personal_Tasks_Errands
#31:4653,Other
#31:5685,Leisure_Hobby
#33:5621,Leisure_Hobby
#32:4619,Business_Trip
#32:4619,Home
#32:4675,Work
#32:4631,Home
#32:4631,Work
#31:4670,Work
#32:4624,Work
#31:4660,Work
#31:4664,Work
#31:4672,Work
#32:4670,Business_Trip
#33:4623,Pick_Up_Drop_Off
#32:4648,Personal_Tasks_Errands
#32:4637,Work
#32:4637,Leisure_Hobby
#32:4637,Personal_Tasks_Errands
#30:4700,Personal_Tasks_Errands
#31:4685,Personal_Tasks_Errands
#30:4707,Work
#31:4707,Everyday_Shopping
#32:4750,Everyday_Shopping
#30:4706,Personal_Tasks_Errands
#33:4726,Home
#31:4684,Home
#33:4651,Work
#33:4651,Home
#30:4808,Home
#30:4808,Work
#33:4628,Personal_Tasks_Errands
#33:5623,Work
#33:5623,Work
#31:4694,Pick_Up_Drop_Off
#31:4694,Leisure_Hobby
#31:4698,Pick_Up_Drop_Off
#33:4634,Everyday_Shopping
#33:4634,Personal_Tasks_Errands
#32:4658,Personal_Tasks_Errands
#32:4658,Everyday_Shopping
#31:4716,Work
#30:4810,Pick_Up_Drop_Off
#30:4810,Personal_Tasks_Errands
#32:4661,Pick_Up_Drop_Off
#31:4786,Other
#31:4786,Leisure_Hobby
#30:5210,Home
#30:5714,Leisure_Hobby
#31:4699,Personal_Tasks_Errands
#31:4699,Home
#30:4729,Everyday_Shopping
#32:4657,Work
#32:4657,Home
#31:4791,Work
#31:4791,Pick_Up_Drop_Off
#31:4788,Pick_Up_Drop_Off
#30:4721,Pick_Up_Drop_Off
#30:4721,Home
#31:5688,Home
#31:4713,Leisure_Hobby
#31:5218,Home
#32:4676,Leisure_Hobby
#33:4645,Home
#30:4738,Leisure_Hobby
#33:4654,Work
#33:4654,Pick_Up_Drop_Off
#30:4788,Pick_Up_Drop_Off
#30:4788,Work
#32:4677,Work
#31:4778,Work
#30:4800,Work
#30:4877,Work
#32:4688,Business_Trip
#31:4725,Business_Trip
#30:4749,Business_Trip
#33:4673,Work
#33:4673,Home
#31:4847,Personal_Tasks_Errands
#32:5053,Work
#32:4810,Personal_Tasks_Errands
#31:5091,Leisure_Hobby
#32:4729,Home
#32:4702,Work
#32:4702,Home
#31:4790,Leisure_Hobby
#30:4772,Everyday_Shopping
#33:4716,Home
#30:4766,Home
#33:4729,Leisure_Hobby
#32:4749,Work
#32:4734,Leisure_Hobby
#32:4761,Work
#33:4736,Other
#33:4786,Work
#32:4740,Pick_Up_Drop_Off
#32:4740,Work
#32:4766,Pick_Up_Drop_Off
#33:4742,Personal_Tasks_Errands
#33:4742,Other
#33:4742,Pick_Up_Drop_Off
#32:4753,Pick_Up_Drop_Off
#31:4799,Work
#33:4725,Home
#33:4725,Work
#30:4813,Leisure_Hobby
#30:4813,Other
#30:4813,Personal_Tasks_Errands
#32:4748,Personal_Tasks_Errands
#32:4760,Work
#30:4872,Leisure_Hobby
#30:4872,Pick_Up_Drop_Off
#31:4784,Work
#32:4747,Work
#30:4825,Leisure_Hobby
#30:5111,Leisure_Hobby
#33:4734,Leisure_Hobby
#33:4734,Pick_Up_Drop_Off
#32:4780,Personal_Tasks_Errands
#30:4871,Home
#30:4871,Personal_Tasks_Errands
#31:5088,Leisure_Hobby
#32:5728,Everyday_Shopping
#32:4762,Pick_Up_Drop_Off
#32:4762,Personal_Tasks_Errands
#32:5010,Leisure_Hobby
#30:4821,Everyday_Shopping
#30:4841,Leisure_Hobby
#31:4818,Leisure_Hobby
#31:4819,Leisure_Hobby
#30:4842,Leisure_Hobby
#31:5187,Other
#33:4757,Leisure_Hobby
#32:4781,Leisure_Hobby
#31:4845,Pick_Up_Drop_Off
#33:4846,Everyday_Shopping
#30:4873,Pick_Up_Drop_Off
#32:4848,Leisure_Hobby
#32:4848,Home
#32:5050,Leisure_Hobby
#32:4870,Everyday_Shopping
#32:4870,Leisure_Hobby
#30:4868,Pick_Up_Drop_Off
#30:4868,Leisure_Hobby
#33:5026,Leisure_Hobby
#32:5292,Leisure_Hobby
#32:4807,Leisure_Hobby
#30:4909,Leisure_Hobby
#30:4908,Home
#33:5297,Leisure_Hobby
#31:4844,Leisure_Hobby
#33:4792,Leisure_Hobby
#31:5141,Home
#32:4849,Leisure_Hobby
#32:4816,Leisure_Hobby
#33:5027,Leisure_Hobby
#31:4853,Leisure_Hobby
#31:5089,Leisure_Hobby
#31:5089,Home
#31:4868,Leisure_Hobby
#31:5050,Work
#31:5050,Leisure_Hobby
#31:5050,Leisure_Hobby
#32:4815,Leisure_Hobby
#32:4831,Work
#32:4831,Leisure_Hobby
#30:4891,Leisure_Hobby
#30:4931,Home
#32:5056,Leisure_Hobby
#32:5056,Work
#32:5056,Leisure_Hobby
#33:4806,Leisure_Hobby
#30:4886,Leisure_Hobby
#31:4884,Leisure_Hobby
#32:4827,Leisure_Hobby
#30:5020,Leisure_Hobby
#32:4858,Work
#33:4936,Leisure_Hobby
#32:4847,Work
#32:4867,Work
#32:4871,Work
#31:4885,Work
#30:4926,Work
#31:4887,Work
#31:4891,Business_Trip
#30:5021,Work
#30:5021,Pick_Up_Drop_Off
#32:4853,Work
#33:4829,Everyday_Shopping
#30:4934,Work
#31:4907,Work
#30:4924,Everyday_Shopping
#31:5191,Personal_Tasks_Errands
#32:4873,Other
#32:4859,Other
#32:4860,Other
#33:5131,Business_Trip
#30:4933,Other
#33:4836,Home
#33:4839,Work
#31:4908,Work
#32:5290,Work
#30:4985,Work
#30:4985,Work
#30:4985,Work
#30:4985,Work
#32:4945,Home
#31:4998,Pick_Up_Drop_Off
#31:4998,Personal_Tasks_Errands
#32:5149,Home
#32:5149,Work
#32:5149,Home
#33:4939,Other
#30:5022,Pick_Up_Drop_Off
#30:5022,Home
#31:4909,Personal_Tasks_Errands
#31:4910,Personal_Tasks_Errands
#33:4957,Leisure_Hobby
#30:5064,Home
#31:4922,Personal_Tasks_Errands
#30:5042,Home
#32:4908,Work
#30:5164,Work
#32:4918,Work
#31:5041,Work
#30:4945,Work
#30:5113,Business_Trip
#32:4916,Work
#32:4916,Pick_Up_Drop_Off
#31:4944,Work
#33:4871,Work
#30:5043,Business_Trip
#32:4888,Work
#33:4933,Home
#31:5021,Work
#30:4997,Personal_Tasks_Errands
#30:4997,Leisure_Hobby
#32:4962,Work
#31:5090,Business_Trip
#33:4938,Work
#33:4938,Home
#32:4957,Home
#32:4907,Work
#32:4907,Home
#31:4945,Work
#31:4945,Home
#33:4894,Home
#33:4876,Home
#32:5004,Work
#33:5129,Pick_Up_Drop_Off
#30:5045,Home
#33:4883,Home
#30:5160,Home
#31:5022,Leisure_Hobby
#31:4973,Work
#30:4979,Personal_Tasks_Errands
#30:5114,Leisure_Hobby
#30:4977,Personal_Tasks_Errands
#32:5052,Leisure_Hobby
#32:4985,Leisure_Hobby
#33:4899,Leisure_Hobby
#32:5036,Work
#32:5036,Home
#33:4961,Home
#31:4974,Work
#31:5014,Pick_Up_Drop_Off
#31:5014,Work
#31:5023,Work
#31:4982,Work
#32:4977,Personal_Tasks_Errands
#32:4977,Work
#30:5017,Everyday_Shopping
#31:4994,Home
#31:4997,Work
#31:4995,Home
#33:5047,Work
#33:5028,Home
#30:5026,Work
#32:5100,Business_Trip
#32:4968,Work
#31:5033,Pick_Up_Drop_Off
#31:5017,Work
#31:5017,Work
#32:4986,Leisure_Hobby
#30:5056,Pick_Up_Drop_Off
#31:12458,Work
#33:4976,Home
#33:4976,Personal_Tasks_Errands
#30:5047,Home
#33:5012,Leisure_Hobby
#32:12402,Home
#31:5024,Everyday_Shopping
#30:5059,Work
#31:5040,Work
#31:5198,Work
#33:4978,Work
#33:4978,Pick_Up_Drop_Off
#31:5056,Pick_Up_Drop_Off
#31:5056,Personal_Tasks_Errands
#31:5056,Work
#33:4979,Work
#33:4979,Pick_Up_Drop_Off
#31:5042,Work
#32:6240,Work
#32:5160,Leisure_Hobby
#32:5018,Pick_Up_Drop_Off
#32:5018,Personal_Tasks_Errands
#31:5199,Work
#33:4990,Home
#32:5012,Work
#32:5012,Home
#33:5134,Work
#33:5134,Work
#33:5134,Home
#30:5211,Work
#30:5076,Work
#30:5076,Work
#31:5197,Work
#32:5162,Leisure_Hobby
#31:5080,Personal_Tasks_Errands
#30:5098,Leisure_Hobby
#31:5230,Home
#31:5230,Leisure_Hobby
#33:5138,Leisure_Hobby
#31:6090,Everyday_Shopping
#30:5224,Home
#33:5020,Work
#31:5232,Work
#31:5232,Home
#31:5201,Work
#32:5044,Work
#32:5071,Work
#33:5074,Work
#31:5139,Work
#31:5139,Pick_Up_Drop_Off
#30:5115,Work
#33:5035,Work
#32:5159,Personal_Tasks_Errands
#31:5262,Leisure_Hobby
#31:5262,Pick_Up_Drop_Off
#31:5262,Personal_Tasks_Errands
#32:5163,Personal_Tasks_Errands
#32:5058,Work
#33:5139,Work
#32:5098,Home
#32:5098,Personal_Tasks_Errands
#32:5080,Work
#30:5159,Work
#32:5083,Work
#30:5225,Home
#30:5221,Personal_Tasks_Errands
#31:5116,Personal_Tasks_Errands
#30:5145,Home
#31:5202,Personal_Tasks_Errands
#32:5164,Leisure_Hobby
#31:5305,Leisure_Hobby
#32:5096,Home
#33:5140,Home
#30:5226,Leisure_Hobby
#31:5203,Leisure_Hobby
#31:5206,Home
#32:5605,Everyday_Shopping
#30:5215,Leisure_Hobby
#31:5188,Everyday_Shopping
#31:5329,Work
#31:5329,Leisure_Hobby
#33:5231,Pick_Up_Drop_Off
#33:5141,Leisure_Hobby
#32:5150,Everyday_Shopping
#31:5293,Pick_Up_Drop_Off
#31:5293,Leisure_Hobby
#30:5227,Home
#33:5130,Other
#33:5099,Work
#30:5328,Pick_Up_Drop_Off
#31:5162,Other
#30:5352,Leisure_Hobby
#32:5231,Personal_Tasks_Errands
#33:5265,Work
#30:5715,Leisure_Hobby
#33:5242,Leisure_Hobby
#33:5242,Other
#31:5204,Leisure_Hobby
#31:5180,Leisure_Hobby
#32:5649,Leisure_Hobby
#33:5126,Leisure_Hobby
#32:5166,Leisure_Hobby
#32:5266,Other
#33:5142,Leisure_Hobby
#31:5192,Leisure_Hobby
#30:5228,Home
#30:5307,Personal_Tasks_Errands
#33:5136,Other
#32:5289,Leisure_Hobby
#30:5229,Home
#33:5151,Work
#30:5262,Pick_Up_Drop_Off
#30:5675,Work
#32:5230,Work
#33:5194,Work
#31:5214,Work
#31:5690,Leisure_Hobby
#31:5690,Everyday_Shopping
#33:5206,Work
#31:5269,Work
#31:5715,Home
#33:5207,Work
#31:5649,Business_Trip
#31:5304,Business_Trip
#31:5234,Leisure_Hobby
#32:5609,Home
#32:5675,Leisure_Hobby
#32:5194,Home
#32:5201,Work
#31:5239,Home
#30:5274,Everyday_Shopping
#33:5585,Leisure_Hobby
#33:5190,Work
#30:5308,Work
#31:5282,Pick_Up_Drop_Off
#32:5220,Work
#30:5327,Work
#30:5676,Work
#30:5280,Work
#33:5278,Work
#33:5193,Work
#33:5296,Personal_Tasks_Errands
#31:5294,Work
#30:5716,Work
#30:5716,Home
#32:5275,Work
#30:5293,Home
#33:5212,Personal_Tasks_Errands
#33:5219,Work
#33:5222,Work
#32:5250,Pick_Up_Drop_Off
#30:5305,Home
#32:5245,Home
#32:5419,Work
#32:5419,Work
#33:5241,Home
#33:5241,Personal_Tasks_Errands
#33:5241,Other
#30:5482,Home
#30:5482,Pick_Up_Drop_Off
#30:5322,Work
#31:5314,Everyday_Shopping
#30:5365,Personal_Tasks_Errands
#30:5318,Pick_Up_Drop_Off
#33:5279,Personal_Tasks_Errands
#30:5383,Home
#31:5674,Leisure_Hobby
#33:5251,Work
#32:5303,Work
#30:5353,Work
#30:5392,Work
#32:5276,Work
#33:5327,Work
#33:5328,Work
#31:5360,Work
#33:5284,Work
#33:5651,Work
#33:5651,Home
#32:5280,Work
#30:5371,Work
#31:5367,Work
#30:5390,Work
#31:5348,Personal_Tasks_Errands
#32:5297,Home
#30:5384,Home
#33:5268,Work
#32:5309,Work
#32:5321,Pick_Up_Drop_Off
#33:5477,Personal_Tasks_Errands
#33:5275,Work
#33:5281,Work
#33:5281,Business_Trip
#31:12463,Work
#31:5645,Pick_Up_Drop_Off
#33:5445,Home
#30:5700,Leisure_Hobby
#31:5361,Personal_Tasks_Errands
#31:5352,Work
#33:5305,Work
#32:5349,Work
#31:12462,Personal_Tasks_Errands
#31:5542,Leisure_Hobby
#32:5428,Home
#33:5609,Leisure_Hobby
#33:5303,Work
#33:5478,Leisure_Hobby
#30:5463,Work
#30:5463,Business_Trip
#33:5322,Work
#33:5320,Work
#30:12500,Work
#30:5409,Work
#30:5414,Work
#30:5671,Work
#30:5671,Pick_Up_Drop_Off
#30:5415,Work
#30:5443,Pick_Up_Drop_Off
#31:5416,Work
#31:5439,Work
#30:5453,Other
#31:5419,Home
#33:5359,Home
#31:5422,Work
#33:5450,Other
#32:5385,Home
#30:5548,Home
#30:5548,Personal_Tasks_Errands
#31:5673,Leisure_Hobby
#31:5440,Work
#31:5440,Home
#31:5440,Business_Trip
#33:5579,Pick_Up_Drop_Off
#32:5391,Home
#31:5473,Work
#31:5481,Work
#30:5466,Work
#33:5580,Work
#32:5422,Work
#33:5381,Work
#30:5699,Work
#30:5492,Home
#33:5409,Home
#32:5604,Work
#30:5532,Work
#30:5519,Work
#32:5444,Leisure_Hobby
#30:5640,Home
#30:5498,Home
#30:5580,Leisure_Hobby
#33:5420,Leisure_Hobby
#31:5507,Home
#32:5442,Leisure_Hobby
#31:5523,Pick_Up_Drop_Off
#32:5514,Leisure_Hobby
#32:10648,Leisure_Hobby
#32:10648,Other
#32:5540,Personal_Tasks_Errands
#32:5483,Personal_Tasks_Errands
#32:5483,Pick_Up_Drop_Off
#30:5508,Personal_Tasks_Errands
#33:5971,Leisure_Hobby
#31:5569,Leisure_Hobby
#30:10742,Other
#30:5594,Leisure_Hobby
#30:6068,Home
#33:5482,Other
#33:5516,Personal_Tasks_Errands
#31:6040,Leisure_Hobby
#31:10702,Leisure_Hobby
#31:10702,Pick_Up_Drop_Off
#30:5572,Home
#31:5746,Leisure_Hobby
#33:5459,Pick_Up_Drop_Off
#33:5453,Leisure_Hobby
#32:5481,Other
#31:5524,Other
#31:5533,Other
#33:5490,Leisure_Hobby
#33:5517,Everyday_Shopping
#32:5541,Everyday_Shopping
#32:5509,Leisure_Hobby
#30:5573,Leisure_Hobby
#33:5539,Personal_Tasks_Errands
#31:5549,Personal_Tasks_Errands
#33:5488,Home
#31:5604,Leisure_Hobby
#32:5521,Leisure_Hobby
#33:5515,Leisure_Hobby
#32:5998,Leisure_Hobby
#31:5563,Leisure_Hobby
#31:5605,Leisure_Hobby
#30:10740,Other
#30:10740,Other
#30:5604,Leisure_Hobby
#33:5540,Leisure_Hobby
#30:6069,Leisure_Hobby
#30:5611,Leisure_Hobby
#33:5541,Leisure_Hobby
#30:11453,Other
#30:11453,Other
#30:11453,Home
#30:11453,Work
#30:11453,Other
#30:11453,Other
#32:5999,Leisure_Hobby
#32:5999,Other
#31:5586,Leisure_Hobby
#31:6042,Leisure_Hobby
#31:5613,Leisure_Hobby
#33:5542,Leisure_Hobby
#32:5546,Leisure_Hobby
#31:5593,Leisure_Hobby
#31:5607,Leisure_Hobby
#30:5617,Work
#30:5633,Work
#32:5553,Work
#31:5598,Work
#32:5583,Work
#32:5573,Home
#32:5596,Home
#32:5594,Work
#32:5618,Everyday_Shopping
#33:5600,Work
#33:5670,Business_Trip
#33:5660,Work
#30:5793,Work
#33:5595,Work
#30:5723,Personal_Tasks_Errands
#30:5761,Leisure_Hobby
#31:5663,Other
#31:5735,Work
#33:5699,Personal_Tasks_Errands
#31:5667,Home
#32:5695,Home
#30:5701,Home
#30:5701,Home
#30:5702,Leisure_Hobby
#31:5740,Personal_Tasks_Errands
#33:5657,Personal_Tasks_Errands
#32:5651,Leisure_Hobby
#33:5627,Leisure_Hobby
#30:5790,Personal_Tasks_Errands
#31:5774,Leisure_Hobby
#32:5997,Leisure_Hobby
#30:5751,Personal_Tasks_Errands
#31:5720,Home
#30:5734,Leisure_Hobby
#31:5721,Work
#33:5656,Work
#33:5655,Work
#30:6183,Work
#32:5769,Work
#32:5694,Everyday_Shopping
#32:6665,Work
#30:6067,Work
#32:5684,Leisure_Hobby
#32:5682,Work
#31:5725,Pick_Up_Drop_Off
#32:5685,Work
#32:5685,Other
#33:5673,Work
#31:5727,Home
#30:5756,Personal_Tasks_Errands
#32:6111,Work
#31:6095,Home
#33:6085,Work
#33:6085,Work
#30:5764,Work
#31:5738,Home
#32:5766,Pick_Up_Drop_Off
#32:5766,Personal_Tasks_Errands
#30:5762,Home
#31:5736,Work
#32:5699,Home
#32:5699,Home
#32:5699,Home
#31:6711,Work
#32:5726,Leisure_Hobby
#32:5701,Personal_Tasks_Errands
#30:6745,Work
#33:5677,Home
#31:5767,Leisure_Hobby
#33:5970,Leisure_Hobby
#32:5996,Leisure_Hobby
#32:5734,Leisure_Hobby
#31:5766,Leisure_Hobby
#33:5703,Work
#30:5895,Everyday_Shopping
#30:5895,Pick_Up_Drop_Off
#30:5895,Personal_Tasks_Errands
#32:5725,Leisure_Hobby
#33:5969,Leisure_Hobby
#30:5792,Work
#30:5789,Work
#31:5991,Work
#31:5921,Work
#31:5768,Work
#33:5709,Work
#33:5742,Work
#33:5742,Pick_Up_Drop_Off
#32:5730,Work
#30:5803,Home
#30:11886,Work
#30:5835,Pick_Up_Drop_Off
#30:5835,Personal_Tasks_Errands
#33:5737,Home
#31:5779,Home
#30:5805,Other
#33:5715,Home
#31:5812,Leisure_Hobby
#31:5780,Personal_Tasks_Errands
#32:5772,Leisure_Hobby
#33:11762,Personal_Tasks_Errands
#30:5833,Home
#33:5748,Work
#30:11887,Personal_Tasks_Errands
#30:5828,Leisure_Hobby
#33:5825,Leisure_Hobby
#31:5828,Work
#31:5813,Personal_Tasks_Errands
#32:5773,Work
#31:5889,Personal_Tasks_Errands
#32:5949,Work
#33:5764,Work
#33:5750,Work
#31:5822,Work
#31:5822,Personal_Tasks_Errands
#32:5782,Work
#32:5819,Business_Trip
#32:5819,Work
#33:5862,Work
#32:5886,Work
#33:5763,Personal_Tasks_Errands
#30:5885,Home
#31:6037,Leisure_Hobby
#31:5944,Pick_Up_Drop_Off
#32:5994,Leisure_Hobby
#31:5908,Leisure_Hobby
#31:5908,Other
#33:5794,Leisure_Hobby
#31:5853,Leisure_Hobby
#33:5923,Leisure_Hobby
#33:5826,Everyday_Shopping
#30:5968,Leisure_Hobby
#30:5968,Other
#32:5850,Everyday_Shopping
#33:5852,Leisure_Hobby
#30:6020,Leisure_Hobby
#33:5851,Leisure_Hobby
#33:5967,Leisure_Hobby
#30:5943,Pick_Up_Drop_Off
#30:6064,Leisure_Hobby
#32:5993,Leisure_Hobby
#31:5993,Leisure_Hobby
#31:6035,Leisure_Hobby
#32:5876,Pick_Up_Drop_Off
#31:5992,Leisure_Hobby
#32:5877,Pick_Up_Drop_Off
#32:5868,Personal_Tasks_Errands
#33:5854,Home
#30:5945,Work
#30:5944,Work
#32:5879,Personal_Tasks_Errands
#32:5881,Work
#33:5868,Work
#32:5964,Home
#32:5902,Personal_Tasks_Errands
#32:5905,Home
#32:5905,Home
#30:6063,Home
#31:5967,Leisure_Hobby
#31:5967,Other
#32:5901,Everyday_Shopping
#33:5876,Work
#31:5943,Work
#33:5877,Work
#31:6034,Work
#31:6006,Work
#31:5969,Work
#31:5956,Personal_Tasks_Errands
#32:6659,Other
#32:5925,Leisure_Hobby
#33:5900,Home
#31:6604,Other
#30:5985,Home
#30:6062,Personal_Tasks_Errands
#30:6636,Other
#32:5927,Home
#30:6119,Personal_Tasks_Errands
#31:5982,Leisure_Hobby
#31:5982,Home
#30:6058,Work
#30:6034,Work
#30:6184,Work
#30:6184,Work
#31:6008,Work
#32:5992,Work
#32:6011,Leisure_Hobby
#32:6011,Everyday_Shopping
#30:6083,Work
#31:6023,Home
#31:6041,Leisure_Hobby
#33:5986,Everyday_Shopping
#32:5988,Leisure_Hobby
#31:6054,Leisure_Hobby
#32:6200,Leisure_Hobby
#30:8729,Personal_Tasks_Errands
#33:5962,Everyday_Shopping
#33:5985,Leisure_Hobby
#33:5973,Leisure_Hobby
#33:5987,Leisure_Hobby
#30:6089,Work
#30:6085,Work
#32:6013,Work
#33:6355,Work
#31:6064,Work
#32:6033,Home
#31:6077,Home
#33:6025,Leisure_Hobby
#33:6025,Other
#31:6154,Work
#33:6021,Home
#32:6034,Leisure_Hobby
#32:6047,Leisure_Hobby
#32:6036,Leisure_Hobby
#32:6036,Other
#31:6094,Other
#32:6052,Leisure_Hobby
#32:6048,Work
#32:6112,Work
#33:6026,Leisure_Hobby
#31:6091,Work
#30:6124,Leisure_Hobby
#33:6027,Personal_Tasks_Errands
#31:6264,Other
#32:6059,Leisure_Hobby
#33:6029,Personal_Tasks_Errands
#31:6129,Leisure_Hobby
#31:6129,Home
#31:6129,Everyday_Shopping
#32:6068,Leisure_Hobby
#31:6100,Leisure_Hobby
#32:6089,Work
#32:6089,Home
#30:6168,Other
#32:6086,Leisure_Hobby
#33:6040,Leisure_Hobby
#31:6138,Other
#31:6138,Leisure_Hobby
#30:6159,Leisure_Hobby
#33:6063,Personal_Tasks_Errands
#33:6063,Leisure_Hobby
#32:6221,Everyday_Shopping
#32:6221,Leisure_Hobby
#30:6162,Leisure_Hobby
#30:6162,Personal_Tasks_Errands
#33:6080,Home
#31:6156,Personal_Tasks_Errands
#30:6179,Leisure_Hobby
#32:6106,Everyday_Shopping
#33:6088,Pick_Up_Drop_Off
#33:6088,Personal_Tasks_Errands
#31:6244,Leisure_Hobby
#30:6191,Leisure_Hobby
#31:6161,Leisure_Hobby
#32:6119,Leisure_Hobby
