legid,activity
#24:32738,Thinking
#25:31845,Cycling
#24:39387,Relaxing
#22:32081,Driving
#22:32081,Accompanying
#22:32484,Listening
#25:31616,Listening
#25:31616,Walking
#24:32563,Listening
#24:31792,Accompanying
#23:31702,Cycling
#24:31877,Cycling
#25:31660,Accompanying
#23:31728,Walking
#23:31728,Thinking
#22:32596,Cycling
#22:32339,Walking
#23:32925,Walking
#24:31624,Walking
#24:31624,Accompanying
#24:31624,Talking
#24:31624,Thinking
#24:31618,Cycling
#24:31610,Cycling
#24:31610,Browsing
#24:31610,Listening
#22:32390,Relaxing
#22:32390,Listening
#22:32390,ReadingDevice
#22:32390,Thinking
#22:31729,Cycling
#22:31729,Listening
#23:32815,Listening
#23:31701,Cycling
#23:31701,Thinking
#23:31827,Listening
#23:31827,Thinking
#22:32824,Walking
#22:32824,Listening
#22:32824,Thinking
#24:31647,Listening
#24:31647,Cycling
#25:31648,Browsing
#25:31648,Listening
#25:31648,Thinking
#25:31648,Walking
#22:32105,Driving
#22:32105,Browsing
#23:32110,Listening
#24:31898,Walking
#24:31898,Accompanying
#24:31898,Talking
#22:31790,Walking
#22:31790,Eating
#23:32562,Cycling
#23:32505,Accompanying
#23:32194,Cycling
#23:32194,PersonalCare
#22:32021,Walking
#23:33019,Cycling
#24:31976,Cycling
#24:31793,PersonalCare
#24:32876,Walking
#25:31855,Walking
#25:31855,Accompanying
#25:31855,Thinking
#22:33053,Cycling
#25:32519,Listening
#24:31826,Driving
#24:31826,Browsing
#25:31876,Accompanying
#25:31876,Talking
#22:32031,Browsing
#22:32031,Listening
#25:32134,Accompanying
#25:32659,Accompanying
#24:39379,Thinking
#24:32548,Accompanying
#24:31938,Walking
#24:32021,Listening
#24:32564,Accompanying
#23:32030,Cycling
#23:32030,Thinking
#22:32010,ReadingDevice
#24:31988,Cycling
#22:32621,Thinking
#25:32135,Accompanying
#25:31905,Accompanying
#24:32877,Watching
#25:32210,ReadingDevice
#25:32720,Cycling
#25:32720,Listening
#23:32195,Cycling
#23:33071,Walking
#22:33108,Cycling
#22:33108,Other
#25:33055,Walking
#25:33055,Other
#24:32307,Cycling
#22:32125,Cycling
#22:32125,Listening
#22:32125,Thinking
#23:32450,Cycling
#25:37123,Listening
#25:33057,Cycling
#23:32921,Walking
#25:39355,Thinking
#25:33058,Relaxing
#25:33058,Listening
#25:33058,ReadingDevice
#25:33058,Thinking
#22:32724,Browsing
#22:32724,Relaxing
#23:32168,Cycling
#24:32556,Listening
#23:34921,Listening
#23:32128,Browsing
#23:32128,Listening
#25:32072,Cycling
#25:33059,Cycling
#22:32543,Cycling
#23:33266,Walking
#23:33266,Listening
#24:32507,Relaxing
#24:32507,Talking
#24:32507,Accompanying
#24:32507,Eating
#25:32107,Walking
#25:32107,Listening
#24:32254,ReadingPaper
#23:32361,Browsing
#23:32361,ReadingDevice
#23:32361,Listening
#24:32379,Accompanying
#23:32666,Cycling
#23:37642,Driving
#23:37642,Listening
#22:35335,Cycling
#22:35335,Accompanying
#23:32811,Cycling
#23:32811,Other
#25:33476,Browsing
#25:33476,Listening
#25:33476,Relaxing
#22:33978,Listening
#22:32231,Accompanying
#22:32231,Cycling
#24:32591,Browsing
#24:32591,Thinking
#25:32923,Cycling
#25:32444,Watching
#25:32444,Listening
#25:32444,Browsing
#24:32711,Accompanying
#23:32621,Cycling
#23:32621,Listening
#23:32621,Thinking
#23:32225,Browsing
#23:32431,ReadingPaper
#23:32166,Cycling
#24:32551,Walking
#24:32551,Listening
#23:32351,Walking
#23:32480,Accompanying
#22:32393,Walking
#22:32393,Thinking
#23:32544,Accompanying
#23:32930,Walking
#25:32185,Thinking
#25:32177,Driving
#22:38162,Listening
#22:38162,Talking
#22:32700,Cycling
#23:32309,Thinking
#22:32637,Walking
#22:32637,Listening
#23:39429,Accompanying
#24:32592,Relaxing
#25:32514,Accompanying
#25:32766,Thinking
#25:32766,Walking
#25:32452,Accompanying
#24:32880,Walking
#24:33217,Walking
#24:33217,Listening
#22:32392,Accompanying
#25:32386,Watching
#24:32309,Eating
#24:32309,Accompanying
#23:32330,Listening
#25:32571,Watching
#23:32616,Listening
#24:32767,Browsing
#24:32767,Listening
#25:32767,Walking
#22:32463,Listening
#24:32303,Walking
#22:33189,Walking
#23:32781,Listening
#23:32781,Walking
#24:32812,Walking
#22:32708,Thinking
#23:32547,Accompanying
#23:32625,ReadingPaper
#25:32463,Walking
#23:32506,Talking
#23:32980,Cycling
#23:32980,Talking
#23:32980,Accompanying
#22:32592,Watching
#25:32836,Walking
#22:32617,Accompanying
#25:32655,Accompanying
#23:32585,Driving
#23:32683,Cycling
#22:32525,Walking
#24:32883,Cycling
#24:33571,Cycling
#24:32768,Listening
#24:32768,Browsing
#24:32768,Thinking
#22:32639,Listening
#22:34957,Listening
#23:32643,Thinking
#23:32643,Accompanying
#23:32643,Browsing
#23:32643,Relaxing
#24:32481,Accompanying
#25:33064,Relaxing
#25:33064,Browsing
#25:33064,ReadingDevice
#25:33064,Thinking
#25:33064,Listening
#22:32813,Accompanying
#22:32813,Walking
#22:37687,Listening
#24:35250,Cycling
#23:32904,Browsing
#23:32904,Listening
#25:32433,Relaxing
#25:32667,Listening
#23:33667,Cycling
#23:33946,Listening
#23:32560,Walking
#23:32560,Other
#22:39657,Walking
#22:39467,Accompanying
#22:39467,Thinking
#25:32533,Talking
#25:32533,Listening
#24:32718,ReadingPaper
#23:32694,Talking
#23:32694,Browsing
#23:32694,Relaxing
#24:38073,Relaxing
#24:38073,Browsing
#24:38073,ReadingDevice
#23:32620,Listening
#25:32889,Accompanying
#25:32889,Talking
#24:37353,Browsing
#24:32595,Browsing
#24:32595,Relaxing
#24:32595,Talking
#24:32595,Accompanying
#24:32595,Thinking
#22:32795,Listening
#23:32735,Walking
#25:35425,Walking
#25:35425,Talking
#25:35425,Accompanying
#25:32654,PersonalCare
#25:33402,Listening
#25:33402,Thinking
#22:32701,Cycling
#22:32984,Driving
#24:32685,Walking
#24:32672,Walking
#24:32672,Talking
#24:32672,Accompanying
#25:33000,Talking
#25:33000,Accompanying
#23:35524,Walking
#25:32604,Walking
#24:32716,Accompanying
#24:32716,Walking
#22:32970,Accompanying
#22:33129,Accompanying
#22:33129,Talking
#22:32771,Walking
#22:33018,Accompanying
#22:33018,Talking
#24:32806,Accompanying
#24:32750,Cycling
#24:32750,Other
#22:32982,Driving
#24:32764,Walking
#24:32764,Browsing
#23:33603,Cycling
#24:32993,Cycling
#23:32821,Thinking
#23:38124,Accompanying
#23:38124,Talking
#23:38124,Walking
#24:32761,Listening
#22:32972,Accompanying
#23:32858,Accompanying
#24:37487,Walking
#24:37487,Talking
#24:37487,Accompanying
#24:32864,Cycling
#24:32927,Browsing
#22:33197,Walking
#22:33197,Other
#25:33021,ReadingPaper
#25:32969,Cycling
#24:33696,Cycling
#23:33160,Browsing
#23:33160,Relaxing
#23:33160,Thinking
#23:33160,ReadingDevice
#23:33095,Walking
#23:33274,Cycling
#23:33274,Thinking
#24:34050,Listening
#24:34050,Walking
#25:33486,Listening
#25:33486,Cycling
#22:32931,Cycling
#24:32856,Browsing
#24:32856,Listening
#24:32856,Cycling
#24:32869,Browsing
#24:32865,Cycling
#22:34134,Accompanying
#25:33651,Cycling
#23:32934,Listening
#22:35336,Cycling
#22:33109,Walking
#22:33109,Thinking
#22:33109,Other
#25:33100,Listening
#25:33001,Walking
#22:33006,Watching
#25:37550,Listening
#25:37550,Driving
#25:32938,Walking
#25:35307,Cycling
#24:32936,Walking
#24:32936,Talking
#24:32936,Accompanying
#24:32936,Eating
#25:32963,Browsing
#23:34945,ReadingDevice
#23:34945,Listening
#23:34945,Talking
#24:32887,Listening
#24:32887,ReadingDevice
#24:32887,Thinking
#24:32887,Eating
#25:33569,Thinking
#24:33406,Browsing
#24:33406,ReadingDevice
#24:33406,Listening
#24:33406,Thinking
#24:35994,Listening
#23:32978,Browsing
#23:36045,Listening
#23:32987,Walking
#23:32987,Talking
#23:32987,Thinking
#23:33434,Accompanying
#25:32964,Accompanying
#25:32964,Browsing
#22:33162,Driving
#25:33002,Cycling
#29:9402,Talking
#22:33069,Other
#22:33492,Cycling
#22:33139,Walking
#23:33035,Walking
#23:33411,Walking
#22:33131,Cycling
#22:33090,Talking
#25:33432,Browsing
#25:33432,Watching
#25:33432,Listening
#24:33407,Accompanying
#24:35995,Listening
#22:33127,Walking
#23:33922,Thinking
#23:33922,Accompanying
#23:33922,Walking
#25:35948,Listening
#25:32993,Accompanying
#23:33132,Driving
#23:33132,Browsing
#23:33132,Talking
#24:33104,Watching
#23:33498,Listening
#22:33563,Listening
#22:33563,Watching
#25:34006,Listening
#23:33414,Thinking
#24:33262,Cycling
#23:33458,Cycling
#24:35251,Cycling
#24:35251,Accompanying
#22:33994,Listening
#22:33617,Listening
#22:33617,Cycling
#23:33213,Talking
#23:33275,Browsing
#23:33275,Listening
#23:33275,Cycling
#25:33191,Cycling
#24:33106,Accompanying
#23:33253,Relaxing
#23:33253,Listening
#23:33654,Listening
#25:33217,Cycling
#25:35308,Cycling
#22:33806,Cycling
#23:33199,Accompanying
#23:33623,Relaxing
#23:33623,Browsing
#23:33623,ReadingDevice
#23:33623,Thinking
#22:35045,Watching
#23:33202,Walking
#23:33202,Thinking
#23:35564,Cycling
#22:33577,Accompanying
#23:33460,Relaxing
#23:33460,Browsing
#23:33460,Listening
#22:34240,Accompanying
#22:33236,Walking
#25:33319,Thinking
#25:33340,Listening
#25:33340,Cycling
#22:34506,Cycling
#24:33180,Cycling
#24:33180,Listening
#24:33195,Listening
#24:33195,Cycling
#24:33195,Thinking
#22:37688,Driving
#22:37688,Listening
#22:33309,Walking
#22:33309,Accompanying
#22:33348,Cycling
#24:33214,Walking
#24:33214,Listening
#24:33214,Thinking
#22:33450,Thinking
#23:33461,Listening
#23:33216,Accompanying
#22:33275,Cycling
#22:33298,Cycling
#22:33298,Listening
#25:33336,Walking
#25:33336,Talking
#25:33336,Accompanying
#24:33379,Walking
#24:33379,Accompanying
#24:33379,Talking
#24:34052,Walking
#24:34052,Accompanying
#23:33313,Walking
#22:35438,Driving
#22:35438,Accompanying
#25:35371,Thinking
#23:33360,Accompanying
#25:34007,Accompanying
#23:33467,Browsing
#23:33467,Listening
#23:33467,Walking
#25:33734,Talking
#25:33734,Accompanying
#24:33411,Accompanying
#24:33411,Walking
#24:33411,Talking
#25:33218,Walking
#25:34110,Cycling
#25:33338,Cycling
#25:33338,Accompanying
#25:33338,Talking
#25:33338,Thinking
#23:33430,Accompanying
#23:33430,Cycling
#23:33430,Talking
#23:35403,Driving
#23:35403,Accompanying
#23:33468,Browsing
#25:36381,Listening
#24:34053,Listening
#24:34053,Walking
#22:33502,Thinking
#23:33544,Listening
#24:33876,Cycling
#23:33585,Cycling
#23:33585,Listening
#25:34918,Watching
#25:34380,Cycling
#25:33530,Relaxing
#25:33530,Browsing
#25:33530,ReadingDevice
#25:33530,Thinking
#25:34008,Walking
#25:34008,Listening
#22:33584,Cycling
#24:33598,Cycling
#24:33598,Listening
#22:34100,Cycling
#25:34444,Cycling
#24:33911,Listening
#24:33911,Accompanying
#25:33711,Driving
#25:33834,Driving
#25:34849,Listening
#25:34015,Cycling
#25:34015,Thinking
#22:33649,Accompanying
#22:33649,Walking
#25:35206,Cycling
#25:35206,Accompanying
#23:33663,ReadingPaper
#22:35439,Cycling
#25:33704,Listening
#23:35115,Accompanying
#25:33710,Walking
#25:33710,Listening
#24:33807,Walking
#24:33807,Thinking
#25:36166,Browsing
#22:36173,Accompanying
#25:33733,Accompanying
#25:34308,Walking
#23:34444,Listening
#24:33601,Other
#24:34079,Cycling
#23:34065,Walking
#25:33937,Listening
#25:33937,Accompanying
#25:33763,Walking
#24:34394,Listening
#23:36268,Walking
#22:39464,Thinking
#24:33616,Cycling
#24:34015,Cycling
#25:34348,Listening
#25:33764,Browsing
#26:9555,Thinking
#25:36140,Walking
#22:33809,Cycling
#22:33809,Thinking
#22:34077,Walking
#22:39460,Thinking
#23:34106,Listening
#23:34056,Thinking
#23:34056,Accompanying
#23:34056,Eating
#23:34056,Talking
#23:34056,Browsing
#22:34136,Accompanying
#22:35481,Accompanying
#22:34168,Cycling
#22:33948,Driving
#24:33725,Cycling
#24:33725,Listening
#23:39418,Accompanying
#23:34405,Cycling
#23:34405,Listening
#24:37599,Accompanying
#24:37599,Walking
#24:37599,Talking
#24:37599,Thinking
#25:35309,Cycling
#23:35018,Walking
#25:33832,Accompanying
#23:33806,Driving
#25:33944,Listening
#22:34599,Cycling
#25:33747,Walking
#22:34581,Listening
#22:34581,Talking
#22:34581,Thinking
#22:34512,Listening
#22:34512,ReadingPaper
#24:33910,Listening
#24:33783,Cycling
#24:33783,Listening
#24:35395,Accompanying
#25:37552,Accompanying
#25:36067,Accompanying
#23:34816,Accompanying
#25:34483,Cycling
#22:34517,PersonalCare
#24:33959,Accompanying
#23:33913,Cycling
#22:34616,Walking
#22:34616,Other
#22:34844,Accompanying
#23:34809,Accompanying
#22:37690,Accompanying
#22:37690,Driving
#24:33844,Driving
#24:34014,Listening
#24:34425,Accompanying
#25:33970,Cycling
#24:34434,Accompanying
#23:34374,Walking
#23:34374,Talking
#23:34374,Accompanying
#23:34374,Eating
#25:34263,Accompanying
#25:34263,Talking
#25:34263,Walking
#25:34263,Thinking
#25:34263,Other
#22:35484,Accompanying
#25:33956,Accompanying
#23:34069,Accompanying
#22:34101,Cycling
#22:34853,Accompanying
#24:35148,Accompanying
#22:39503,Cycling
#22:39503,Listening
#24:33961,Accompanying
#24:33961,Talking
#22:34105,Accompanying
#29:9556,Accompanying
#25:34723,Accompanying
#25:33969,Listening
#25:33969,Thinking
#25:33975,Accompanying
#24:34021,Accompanying
#22:34842,Driving
#22:34842,Accompanying
#23:34690,Walking
#24:34640,Walking
#23:34328,Accompanying
#24:34275,Accompanying
#24:34275,Relaxing
#22:34619,Other
#22:34619,Accompanying
#22:34619,Talking
#22:34619,ReadingDevice
#22:34619,Thinking
#25:34284,Relaxing
#25:34284,Listening
#25:34284,Thinking
#25:34724,Accompanying
#25:34082,Thinking
#22:35789,Driving
#22:35789,Other
#25:34513,Driving
#24:34143,Accompanying
#23:35075,Accompanying
#23:35075,Talking
#25:39278,Walking
#22:37697,Driving
#22:37697,Accompanying
#22:34515,Accompanying
#24:34325,Relaxing
#24:34325,Accompanying
#24:34325,Talking
#22:34509,Accompanying
#22:34509,ReadingPaper
#23:34224,Accompanying
#23:34224,Walking
#23:35076,Cycling
#23:34199,ReadingDevice
#23:34199,Watching
#24:34684,Browsing
#24:34684,Accompanying
#24:34684,Talking
#24:34684,Thinking
#25:34335,Walking
#22:34295,Cycling
#23:37657,Accompanying
#25:34116,Walking
#24:39412,Cycling
#24:39412,Listening
#23:39377,Walking
#24:34144,Driving
#24:34313,Walking
#24:34313,Accompanying
#24:34313,Talking
#24:34313,Thinking
#23:34431,Walking
#22:34855,Accompanying
#23:35025,Watching
#25:34384,Accompanying
#25:34150,Accompanying
#25:34377,Accompanying
#24:35751,Cycling
#22:34870,Watching
#22:34343,Accompanying
#24:34315,Accompanying
#24:34315,Talking
#24:34315,Walking
#23:34257,Listening
#22:34346,Accompanying
#24:34481,Driving
#24:34301,Accompanying
#24:34301,Eating
#25:34343,Listening
#24:34326,Walking
#24:34326,Accompanying
#24:34326,Thinking
#24:34428,Accompanying
#24:35026,Walking
#24:34261,Accompanying
#25:34213,Driving
#23:34443,Accompanying
#23:34443,Browsing
#25:34725,Listening
#23:34442,Browsing
#23:34442,Listening
#24:34302,Accompanying
#24:34302,Browsing
#23:35405,Walking
#23:35405,Talking
#23:35405,Accompanying
#22:34401,Accompanying
#22:34401,Relaxing
#22:34401,Talking
#22:34401,Thinking
#22:34410,Relaxing
#22:34410,Talking
#22:34410,Accompanying
#22:34507,Listening
#22:34621,Driving
#22:34859,Accompanying
#24:35355,Talking
#24:35355,Walking
#24:35355,Accompanying
#22:34474,Listening
#24:34683,Accompanying
#24:34683,PersonalCare
#22:34553,Driving
#22:34553,Accompanying
#23:34825,Accompanying
#23:34825,Talking
#23:35527,ReadingDevice
#22:34851,Cycling
#22:34851,Thinking
#24:34536,Other
#24:34536,Thinking
#24:34536,Accompanying
#24:34536,Talking
#24:34536,ReadingDevice
#25:34478,Accompanying
#23:34581,Walking
#24:34527,Walking
#24:34527,Accompanying
#23:39411,Accompanying
#23:39411,Listening
#22:34624,Thinking
#22:34624,Other
#22:34624,Accompanying
#22:34624,Talking
#24:34540,Walking
#24:34540,Other
#24:34644,Accompanying
#24:34644,Walking
#22:39463,Accompanying
#22:34609,Accompanying
#26:9835,Thinking
#22:37694,Driving
#22:37694,Accompanying
#23:35158,Thinking
#23:35158,Eating
#23:35158,ReadingPaper
#23:35158,ReadingDevice
#23:35158,Browsing
#23:35158,Relaxing
#23:38157,Accompanying
#23:38157,Walking
#22:34865,Talking
#22:34865,Accompanying
#22:34865,Eating
#22:34776,Accompanying
#24:34902,Cycling
#24:35057,Accompanying
#22:35395,Cycling
#25:39328,Listening
#25:39328,ReadingPaper
#23:35754,Driving
#23:35754,Other
#22:35148,Cycling
#22:35148,Accompanying
#22:39501,PersonalCare
#22:39501,Cycling
#22:39501,Listening
#25:34731,Accompanying
#24:35356,Accompanying
#24:35356,Talking
#24:35356,Walking
#23:37653,Driving
#23:37653,Accompanying
#25:35338,Accompanying
#22:35803,Browsing
#22:35803,Talking
#22:35803,Accompanying
#22:35803,Thinking
#22:35394,Cycling
#24:34780,Talking
#24:34780,Accompanying
#24:34780,Eating
#25:35069,Relaxing
#25:34730,Talking
#25:34730,Accompanying
#22:34862,Accompanying
#24:39362,Thinking
#25:39315,Accompanying
#25:34689,Accompanying
#25:34689,Talking
#25:34689,Walking
#23:35416,Accompanying
#23:35416,Walking
#22:35442,Walking
#22:35442,Talking
#22:35442,Accompanying
#23:35108,Accompanying
#23:35407,Walking
#23:35407,Talking
#23:35407,Accompanying
#24:35058,Accompanying
#22:35496,Browsing
#23:39409,Thinking
#23:34970,Cycling
#22:35058,Walking
#22:35058,Other
#22:39468,ReadingPaper
#24:34977,Cycling
#23:34952,Cycling
#24:35277,Cycling
#23:35027,Relaxing
#23:35027,ReadingDevice
#23:35027,Thinking
#24:35063,Cycling
#24:35063,Listening
#23:35164,Cycling
#23:35421,Accompanying
#23:35421,Thinking
#23:35421,Cycling
#23:35503,Cycling
#23:35503,Accompanying
#23:35503,Thinking
#25:35312,Cycling
#25:34979,Accompanying
#22:35344,Cycling
#24:35027,Cycling
#24:35027,Thinking
#25:35277,Listening
#25:35277,Accompanying
#22:35120,Cycling
#25:35156,Thinking
#25:38276,Driving
#22:35003,Watching
#22:35003,Listening
#25:35951,Listening
#23:35359,Cycling
#24:34880,Cycling
#24:35255,Listening
#25:35105,Walking
#22:35497,Browsing
#24:34964,Cycling
#24:34964,Listening
#24:34964,Thinking
#24:35496,Accompanying
#23:35112,ReadingDevice
#25:34981,Walking
#25:35314,Cycling
#22:39497,Walking
#22:39497,Browsing
#22:35112,Walking
#24:35066,Walking
#23:38457,Listening
#23:38457,Thinking
#25:35021,Walking
#24:35380,Walking
#22:35792,Cycling
#25:35324,Cycling
#25:35324,Thinking
#22:35431,Eating
#23:35217,Other
#25:35315,Cycling
#24:35108,Cycling
#22:35346,Cycling
#25:35113,Cycling
#24:35689,Driving
#25:35067,Cycling
#25:35104,Walking
#25:35104,Listening
#25:35104,Thinking
#25:35369,Cycling
#25:35369,Listening
#25:35235,Accompanying
#23:35260,Walking
#23:35260,Accompanying
#22:35655,Cycling
#25:39280,Walking
#25:35449,Relaxing
#25:35449,ReadingDevice
#25:35449,Thinking
#25:35064,Walking
#25:35064,Accompanying
#25:35074,Listening
#25:35074,Watching
#23:35230,Accompanying
#22:35435,Listening
#25:35140,Walking
#22:35499,Listening
#24:35900,Listening
#22:35665,Cycling
#22:36832,Accompanying
#23:35253,Walking
#23:35253,Thinking
#23:35618,Walking
#24:36811,Browsing
#24:36811,Talking
#23:35317,Accompanying
#24:35175,Accompanying
#23:35927,Cycling
#22:35504,Cycling
#22:35504,Listening
#24:35361,Cycling
#25:35367,Accompanying
#25:39305,Browsing
#24:35211,Listening
#24:35261,Browsing
#24:35261,Talking
#24:39384,Accompanying
#24:35210,Cycling
#23:35318,Accompanying
#24:39301,Cycling
#23:35310,Watching
#25:35165,Cycling
#24:35235,Accompanying
#22:35453,Driving
#22:35503,Accompanying
#24:39386,ReadingPaper
#24:35363,Cycling
#23:35412,Cycling
#23:35412,Accompanying
#23:36156,Thinking
#22:39439,Thinking
#22:35611,Cycling
#24:39388,ReadingPaper
#25:35370,Cycling
#25:35370,Listening
#24:35497,Cycling
#25:39356,Cycling
#25:39356,Listening
#25:35828,Cycling
#23:35541,Cycling
#23:35541,Listening
#24:35585,Cycling
#23:35664,Cycling
#22:35588,Relaxing
#22:35588,Browsing
#22:35588,ReadingDevice
#22:35588,Thinking
#22:35588,Talking
#24:35454,Accompanying
#23:38371,Driving
#25:35820,Cycling
#23:35771,Browsing
#23:35771,Talking
#23:35771,Accompanying
#23:35771,Thinking
#23:35665,Cycling
#23:35507,Driving
#22:35541,Accompanying
#23:35551,Cycling
#24:35476,Cycling
#22:35561,Cycling
#22:35561,Other
#23:35881,Accompanying
#24:35839,Accompanying
#24:35839,Walking
#24:35839,Talking
#24:36375,Walking
#24:36375,Listening
#25:35523,Walking
#25:35523,Walking
#23:35630,Walking
#24:36081,Walking
#23:35566,Driving
#23:35566,Browsing
#25:35469,ReadingDevice
#25:35469,Browsing
#23:35666,Cycling
#23:35731,Accompanying
#22:39493,Browsing
#22:39493,Other
