legid,activity
#23:26158,Thinking
#23:26158,Talking
#23:25330,Walking
#24:25385,ReadingPaper
#23:25345,Other
#22:25361,Accompanying
#25:25473,Thinking
#24:25285,Listening
#22:25514,Walking
#22:25514,Listening
#22:25514,Eating
#22:25514,Thinking
#22:26601,Accompanying
#24:26110,Cycling
#23:25427,Cycling
#23:25427,Accompanying
#23:25427,Eating
#25:25401,Listening
#25:25357,Browsing
#25:25357,Accompanying
#22:27264,Walking
#24:25420,Driving
#24:25420,Browsing
#24:25314,Cycling
#22:25391,ReadingDevice
#25:25564,Accompanying
#23:28181,Walking
#25:26068,Driving
#25:26068,Accompanying
#24:25441,Accompanying
#25:25274,Thinking
#25:25274,Walking
#25:26171,Accompanying
#23:28162,Browsing
#23:28162,ReadingPaper
#23:28162,Watching
#23:28162,Listening
#23:28162,Accompanying
#22:25644,Listening
#22:25470,Cycling
#22:25470,Accompanying
#25:25391,Walking
#25:25391,Listening
#25:25391,Talking
#25:25391,Accompanying
#25:25391,Thinking
#22:25483,Accompanying
#22:25483,Browsing
#25:26168,Accompanying
#23:25485,Walking
#23:25485,Listening
#23:25485,Talking
#23:25485,Accompanying
#23:25485,Thinking
#22:25523,Accompanying
#22:28216,Listening
#24:26212,Accompanying
#24:26212,Walking
#25:25519,Walking
#25:26167,Accompanying
#25:26167,Walking
#24:25521,Relaxing
#24:25521,Listening
#24:25521,Watching
#24:25540,Relaxing
#23:26009,ReadingDevice
#22:25728,Listening
#24:25561,Walking
#24:25561,Listening
#24:25561,Thinking
#23:25611,Walking
#23:25611,Accompanying
#23:25611,Talking
#23:25641,Listening
#22:25687,Driving
#22:25687,Accompanying
#24:25566,Accompanying
#23:25697,Walking
#23:25697,Listening
#23:25697,Accompanying
#23:25697,Eating
#23:25697,Thinking
#23:25697,Talking
#22:25676,Accompanying
#25:25772,PersonalCare
#23:26464,Accompanying
#23:26464,Walking
#25:25567,Accompanying
#27:7333,Accompanying
#23:25644,Listening
#24:25591,Accompanying
#23:25648,Browsing
#24:27091,Accompanying
#24:25612,Talking
#24:25612,Accompanying
#25:25569,Accompanying
#25:25569,Talking
#22:26053,Walking
#22:26053,Listening
#22:26285,Accompanying
#25:25577,Listening
#22:25710,Accompanying
#24:25902,Walking
#24:26000,Listening
#24:26000,Walking
#22:28776,Accompanying
#22:25983,Walking
#22:25708,Accompanying
#24:26155,Walking
#22:26176,Thinking
#22:26284,Talking
#22:26284,Accompanying
#22:28775,Accompanying
#22:28775,Walking
#22:25804,Accompanying
#24:25760,Accompanying
#22:25714,ReadingDevice
#23:25950,Thinking
#25:25771,Accompanying
#25:25771,Talking
#22:25746,Accompanying
#22:27263,Other
#23:28053,Accompanying
#23:25866,Accompanying
#24:26096,Walking
#24:26096,Accompanying
#26:7371,Browsing
#24:25724,Talking
#22:26085,Listening
#22:26085,Cycling
#22:26615,Driving
#22:26615,Accompanying
#23:26253,Accompanying
#23:26253,Talking
#24:26204,Cycling
#22:26286,Talking
#22:26286,Accompanying
#23:25773,Walking
#24:25817,Listening
#25:26372,Walking
#25:26372,Accompanying
#25:26054,Accompanying
#23:26024,Walking
#23:26024,Listening
#23:26024,Thinking
#24:25816,Listening
#24:25816,Browsing
#23:25867,Listening
#23:28055,Accompanying
#25:25779,Walking
#25:25779,Accompanying
#22:26287,Talking
#22:26287,Accompanying
#24:25975,Walking
#24:25975,Thinking
#24:25975,Listening
#24:26416,Walking
#24:26416,Accompanying
#22:26065,Browsing
#22:26065,Listening
#22:26212,Accompanying
#22:26212,Walking
#25:26541,Cycling
#22:26235,Listening
#25:25931,Walking
#25:25931,Listening
#25:25931,Thinking
#25:25960,Browsing
#25:25960,Driving
#25:25960,Accompanying
#25:25960,Eating
#24:26413,Accompanying
#22:26079,Driving
#22:26079,Listening
#23:26012,Walking
#23:26012,Accompanying
#23:26012,Talking
#24:25940,Accompanying
#25:26164,Accompanying
#25:26164,Driving
#22:26661,Accompanying
#25:25963,Accompanying
#25:25963,Walking
#25:25963,Talking
#23:26178,Accompanying
#22:26234,Accompanying
#24:26106,Other
#22:26233,Accompanying
#24:26087,Accompanying
#24:26087,Talking
#24:26087,Walking
#24:26087,Thinking
#23:26157,Walking
#25:26525,Listening
#25:27277,ReadingDevice
#25:26194,Accompanying
#22:26492,Cycling
#22:26492,Talking
#24:26433,Accompanying
#24:26433,Talking
#25:26208,Walking
#25:25961,Accompanying
#23:26363,Browsing
#23:26363,Listening
#23:26363,Cycling
#24:26430,Browsing
#24:26430,Accompanying
#24:26430,Talking
#24:26430,Eating
#24:26430,Relaxing
#25:30593,Driving
#25:26106,Accompanying
#23:26275,Browsing
#23:26275,Listening
#24:26438,Accompanying
#24:26314,Browsing
#24:26314,Listening
#24:26322,Walking
#24:26322,Browsing
#22:26663,Browsing
#22:26663,ReadingDevice
#22:26663,Thinking
#23:26688,Listening
#23:26688,PersonalCare
#25:26345,Listening
#22:26562,Walking
#22:26562,Other
#25:26437,Cycling
#22:26563,Relaxing
#22:26563,Listening
#22:26563,Thinking
#22:26563,ReadingDevice
#22:34064,Driving
#22:34064,Listening
#24:26410,Other
#25:26645,Other
#24:26833,Cycling
#22:26603,Walking
#25:26494,Accompanying
#24:26534,Cycling
#24:26643,Walking
#24:26643,Thinking
#24:26606,Listening
#24:26689,Cycling
#23:27095,Cycling
#23:26930,Browsing
#23:26930,Listening
#24:27046,Relaxing
#24:27046,Listening
#24:27046,Thinking
#22:26944,Cycling
#23:26645,Listening
#23:26645,Cycling
#24:26649,Listening
#25:26600,Walking
#25:26600,Thinking
#25:27002,Cycling
#22:26956,Accompanying
#22:26916,Driving
#22:28107,Listening
#22:28107,Cycling
#25:27860,Accompanying
#25:27860,Thinking
#24:27118,Walking
#25:28961,Thinking
#22:29826,Listening
#22:30719,Listening
#22:27000,Accompanying
#22:27000,Thinking
#25:26753,Accompanying
#25:27861,Accompanying
#23:26966,Cycling
#23:26966,Accompanying
#23:26966,Thinking
#24:26876,Listening
#22:27199,Accompanying
#24:29747,Listening
#23:26928,Listening
#23:26931,Browsing
#23:26931,Listening
#23:26931,Cycling
#25:29247,Listening
#25:26925,Listening
#23:26949,Accompanying
#23:26949,Talking
#23:26987,Cycling
#22:27347,Listening
#22:27489,Cycling
#22:27489,Thinking
#22:27441,Cycling
#25:26886,Walking
#25:26886,Thinking
#22:27403,Walking
#25:26926,Listening
#25:27361,Relaxing
#25:27361,Thinking
#25:26955,Accompanying
#25:26955,Talking
#24:27035,Accompanying
#23:27038,Walking
#24:27643,Talking
#24:27643,Accompanying
#22:27348,Walking
#24:27605,Listening
#23:27304,Cycling
#25:27596,Listening
#25:27119,Accompanying
#25:27119,Talking
#25:27119,Cycling
#25:27119,Other
#24:27177,Walking
#24:27177,Thinking
#23:27656,Accompanying
#23:27923,Walking
#23:27923,Thinking
#22:27608,Browsing
#24:28354,Cycling
#23:27212,Cycling
#23:27212,Accompanying
#23:27212,Talking
#23:27212,Other
#23:27550,Browsing
#23:27550,Listening
#23:27550,Cycling
#25:28310,Relaxing
#25:28310,Listening
#25:28310,Thinking
#24:27225,Cycling
#22:27351,Cycling
#22:28438,Cycling
#25:27564,Accompanying
#24:27875,Talking
#24:27875,Walking
#24:27875,Accompanying
#23:27473,Talking
#23:27473,Accompanying
#22:27420,Cycling
#22:27420,Accompanying
#24:27609,Accompanying
#22:27641,Thinking
#25:27315,Driving
#25:27315,Browsing
#23:27664,Accompanying
#23:27664,Walking
#23:30684,Accompanying
#22:27722,Listening
#22:27470,Accompanying
#24:27416,Watching
#25:27429,Driving
#25:27429,Talking
#25:27429,Browsing
#25:27429,Eating
#24:28358,Walking
#24:28358,Other
#23:28409,Cycling
#23:28411,Relaxing
#23:28411,Listening
#23:28411,ReadingDevice
#23:28411,Thinking
#26:8040,Listening
#23:27551,Browsing
#23:27551,Listening
#23:27551,Cycling
#24:28362,Cycling
#25:28862,Listening
#22:30699,Cycling
#25:27510,Accompanying
#23:27685,Listening
#25:27532,Accompanying
#25:27532,Talking
#23:28161,Cycling
#24:27864,Cycling
#24:28550,Accompanying
#24:28550,Talking
#24:28550,Thinking
#24:27635,Listening
#22:27707,Accompanying
#22:27760,Accompanying
#24:32142,Driving
#24:32142,Listening
#24:32142,Talking
#24:27729,Accompanying
#24:27729,Talking
#24:28947,Listening
#24:28947,ReadingDevice
#24:28947,Talking
#24:28947,Accompanying
#24:28947,Thinking
#24:28947,Relaxing
#24:28947,Browsing
#24:27777,Accompanying
#24:27777,Talking
#24:27777,ReadingDevice
#24:27777,Thinking
#25:27741,Browsing
#25:28069,Cycling
#25:27737,Listening
#22:28630,Walking
#25:27831,Cycling
#22:28474,Listening
#25:29093,Cycling
#29:7963,Listening
#22:27908,Browsing
#22:27908,Listening
#22:27908,Cycling
#22:28351,Listening
#25:29362,Talking
#25:29362,Listening
#25:29362,Browsing
#25:29362,ReadingDevice
#25:29362,Relaxing
#25:29362,Accompanying
#25:29362,Thinking
#25:30326,Walking
#25:30326,Listening
#23:30666,Cycling
#24:28368,Listening
#24:28368,Thinking
#24:28587,Accompanying
#25:28324,Cycling
#25:28071,Cycling
#23:28442,Listening
#25:28177,Accompanying
#22:28072,Driving
#22:28072,Accompanying
#23:28270,Accompanying
#24:29180,Cycling
#24:29180,Thinking
#22:28735,Cycling
#22:28735,Listening
#22:28735,Thinking
#22:28955,Walking
#24:28270,Walking
#24:28270,Listening
#22:28451,Driving
#22:28451,Other
#22:28451,Thinking
#24:28394,Listening
#25:28773,Accompanying
#24:28369,Listening
#24:29359,Listening
#24:28375,Browsing
#24:28375,Watching
#24:28375,Listening
#22:28458,Listening
#22:28458,Browsing
#22:28458,Watching
#25:28192,Listening
#25:28503,Thinking
#25:28505,Cycling
#25:28691,Listening
#24:28277,Cycling
#24:28277,Thinking
#22:29523,Talking
#22:29523,Cycling
#25:28428,Browsing
#25:28428,Walking
#25:28428,Other
#22:28520,Walking
#22:28520,Other
#22:28482,Thinking
#22:28482,Other
#23:28417,Accompanying
#25:28688,Listening
#25:28688,Thinking
#22:28751,Walking
#23:28718,Walking
#25:29399,Cycling
#25:29399,Accompanying
#25:29399,Talking
#24:28454,Listening
#28:8091,Accompanying
#28:8091,Thinking
#23:29113,Thinking
#23:28985,Walking
#23:28985,Listening
#23:28580,Accompanying
#22:28752,Walking
#24:29444,Walking
#24:29444,Talking
#24:29444,Accompanying
#24:28803,Watching
#23:30958,Accompanying
#23:28766,Cycling
#22:29212,Driving
#22:28811,Walking
#22:28811,Listening
#22:28811,Thinking
#25:28542,Listening
#24:28854,Walking
#23:28866,Thinking
#25:30328,Thinking
#23:28642,Listening
#23:28604,Cycling
#23:29178,Walking
#23:29178,Other
#23:28598,Listening
#24:28566,Listening
#22:29261,Listening
#23:30501,Walking
#23:29118,Talking
#23:29118,Accompanying
#23:29118,Thinking
#23:28742,Accompanying
#23:28742,Walking
#25:30331,Walking
#25:30331,Accompanying
#25:30331,Talking
#25:30331,Thinking
#23:28737,Listening
#23:28737,Watching
#23:28737,Browsing
#23:28703,Listening
#23:28703,Thinking
#23:28768,Cycling
#23:28768,Thinking
#23:29729,Browsing
#23:30417,Accompanying
#25:31207,Browsing
#25:31207,Listening
#22:28877,Thinking
#25:30405,Walking
#22:28941,Accompanying
#22:28951,Cycling
#22:28951,Listening
#22:28951,Eating
#22:28951,Other
#24:29306,Listening
#25:29639,Driving
#23:29180,Walking
#23:29180,Other
#25:29133,Listening
#24:28855,Cycling
#23:28920,Watching
#23:28979,Listening
#23:28979,Browsing
#22:29214,Driving
#22:29214,Eating
#23:28964,Accompanying
#23:28964,Talking
#24:30844,Cycling
#25:28868,Walking
#25:28868,Other
#22:29266,Accompanying
#22:30689,Cycling
#25:28846,Cycling
#25:28846,Thinking
#23:29380,Listening
#24:29114,Listening
#24:29114,Cycling
#23:29005,Listening
#22:29031,Listening
#22:29406,Walking
#24:29360,Listening
#25:28978,Listening
#25:29146,Cycling
#25:29146,Other
#24:30366,Thinking
#23:32043,Cycling
#23:29004,Listening
#23:29004,ReadingDevice
#23:29004,Talking
#22:29131,Listening
#22:29131,Walking
#22:29197,Cycling
#22:29197,Listening
#23:29849,Listening
#22:29360,Walking
#24:29333,Listening
#23:29677,Cycling
#22:30526,Cycling
#24:30936,Cycling
#24:30936,Thinking
#24:30936,Other
#23:29494,Talking
#23:29494,Accompanying
#23:29494,Cycling
#24:29446,Accompanying
#24:29446,Thinking
#24:29446,Talking
#22:29184,Driving
#25:29002,Thinking
#22:29175,Accompanying
#22:29833,Walking
#23:29342,Accompanying
#24:29258,Browsing
#24:29258,Listening
#24:29258,Thinking
#22:29336,Listening
#22:29336,Walking
#25:29047,Accompanying
#24:29109,Driving
#24:29109,Talking
#24:29109,Thinking
#24:29102,Driving
#24:29324,Listening
#23:29240,Accompanying
#25:29250,Accompanying
#23:29223,ReadingDevice
#22:29407,Listening
#25:29403,Thinking
#25:29403,Accompanying
#25:29403,Talking
#23:29166,Walking
#24:29179,Other
#22:29272,Talking
#25:31237,PersonalCare
#25:31237,Accompanying
#25:29101,PersonalCare
#22:29531,Accompanying
#22:29531,Thinking
#22:29531,Talking
#23:29224,ReadingDevice
#24:29653,Cycling
#24:29653,Listening
#24:29653,Thinking
#23:29246,Driving
#24:29819,Relaxing
#24:29819,Accompanying
#24:29819,Talking
#24:30296,Walking
#25:29211,Listening
#23:29243,Cycling
#24:30619,Relaxing
#24:30619,Talking
#24:30619,Accompanying
#24:30619,ReadingDevice
#25:29254,Accompanying
#22:29337,Listening
#24:29223,Walking
#24:29207,Accompanying
#22:29389,Listening
#23:29375,Listening
#25:29162,Listening
#25:29162,Cycling
#25:30877,Accompanying
#23:29498,Accompanying
#23:29498,Talking
#23:29498,Thinking
#23:31843,Driving
#23:31843,Thinking
#22:30861,Watching
#24:29532,Accompanying
#23:29803,Walking
#23:29803,Browsing
#23:29803,Listening
#24:29302,Accompanying
#22:30924,Browsing
#24:29260,Browsing
#24:29260,Listening
#24:29260,Thinking
#25:29215,Listening
#24:29279,Accompanying
#23:30877,Accompanying
#23:30877,Walking
#23:30877,Talking
#23:30877,Thinking
#25:29773,Talking
#25:29583,Cycling
#25:29583,Thinking
#24:29252,PersonalCare
#22:29880,Listening
#22:30136,Accompanying
#25:29365,Listening
#24:29281,Cycling
#25:29892,Relaxing
#25:29892,Browsing
#25:29892,Listening
#23:29314,Walking
#23:29314,Listening
#23:32050,Cycling
#23:29355,Cycling
#25:29324,Accompanying
#25:29316,Listening
#22:29784,Walking
#22:29784,Accompanying
#22:29784,Talking
#22:29900,Driving
#22:29900,Accompanying
#22:29900,Eating
#24:31282,Walking
#24:31282,Accompanying
#23:29697,Walking
#22:29532,Walking
#25:29262,Cycling
#25:29262,Thinking
#23:29383,Cycling
#23:30407,Accompanying
#25:29325,Listening
#25:29325,Talking
#24:29626,Walking
#25:30692,Listening
#25:30692,Accompanying
#24:29761,Accompanying
#24:29761,Other
#22:29469,Accompanying
#23:32771,Listening
#23:32771,Thinking
#23:32771,Relaxing
#24:29368,Cycling
#24:29368,PersonalCare
#24:29368,Thinking
#23:29433,Accompanying
#22:29731,Browsing
#22:29731,Relaxing
#23:29683,Other
#23:29753,Thinking
#22:29533,Other
#23:29661,Accompanying
#23:29587,Accompanying
#23:29587,PersonalCare
#23:29587,Thinking
#22:29761,Accompanying
#23:29679,Listening
#22:29700,Thinking
#24:29619,Cycling
#24:29619,Thinking
#23:30404,Thinking
#24:29635,Accompanying
#25:29592,Browsing
#25:29712,Accompanying
#24:29649,Listening
#24:29649,Browsing
#23:29991,Accompanying
#23:29991,Walking
#23:29747,Listening
#23:29747,Accompanying
#24:30269,Walking
#24:29830,Accompanying
#22:29879,Accompanying
#22:29896,Walking
#22:29896,Talking
#22:29896,Accompanying
#24:29777,Cycling
#22:30862,Watching
#23:30785,Accompanying
#24:29942,Accompanying
#22:29948,Accompanying
#22:29948,Eating
#23:30838,Accompanying
#24:29918,Accompanying
#23:31844,Walking
#23:31844,Other
#24:30687,Cycling
#24:30068,Accompanying
#24:30068,Talking
#24:30068,Walking
#25:29793,Walking
#22:29971,Accompanying
#22:29971,Talking
#24:31283,Accompanying
#24:30105,Browsing
#25:35269,Accompanying
#25:29804,Accompanying
#28:8384,Accompanying
#25:30736,Watching
#25:29887,Accompanying
#24:30546,Thinking
#22:31425,Accompanying
#23:30313,Listening
#25:29834,Other
#22:30658,Accompanying
#22:30658,Driving
#22:30817,Accompanying
#25:29862,Accompanying
#23:29888,Walking
#23:29888,Accompanying
#23:31334,Accompanying
#23:31334,PersonalCare
#24:29874,Accompanying
#24:29874,Thinking
#22:29954,Accompanying
#23:29932,Walking
#22:31973,Walking
#25:30660,Accompanying
#24:29934,Accompanying
#24:29934,Talking
#23:35364,Accompanying
#24:30688,Cycling
#22:30239,Walking
#22:30239,Accompanying
#23:30621,Accompanying
#23:29956,Accompanying
#22:29979,Browsing
#23:31335,Driving
#23:31335,Accompanying
#24:29872,Accompanying
#22:29996,Accompanying
#24:29883,Walking
#22:30002,Accompanying
#22:29972,Driving
#25:29863,Accompanying
#24:29916,PersonalCare
#23:29962,Accompanying
#22:30816,Accompanying
#22:31881,Driving
#22:31881,Thinking
#25:29870,Accompanying
#22:30004,Walking
#22:30025,Accompanying
#24:30063,Thinking
#24:30044,Browsing
#24:30044,ReadingDevice
#24:30044,Watching
#22:30771,Cycling
#25:29886,Other
#23:29998,Listening
#22:30137,Listening
#25:29901,Accompanying
#23:30124,Walking
#23:30124,Accompanying
#22:30044,Thinking
#25:30787,Cycling
#25:30787,Thinking
#22:35399,Accompanying
#25:29939,Listening
#23:30045,Accompanying
#22:30348,Listening
#25:30128,Listening
#24:30325,Accompanying
#24:30325,Walking
#22:31426,Listening
#23:30231,Accompanying
#23:33885,Walking
#23:33885,Listening
#24:30012,Walking
#23:30219,Accompanying
#23:30219,Talking
#23:30344,Thinking
#22:31378,Driving
#23:30384,Listening
#25:33794,Listening
#22:30360,Talking
#22:30150,Thinking
#22:32831,Walking
#22:32831,Talking
#22:30788,Accompanying
#23:30190,Watching
#23:30228,Cycling
#23:30228,Thinking
#23:30228,Other
#23:30228,Listening
#25:30170,Relaxing
#25:30170,Browsing
#22:30255,Listening
#22:30255,Listening
#22:30255,Browsing
#22:30255,ReadingDevice
#25:30141,Thinking
#25:30141,Accompanying
#25:30141,Talking
#23:30774,Relaxing
#23:30774,Accompanying
#24:31293,Driving
#24:31293,Accompanying
#22:31380,Walking
#22:31380,Accompanying
#22:31380,Eating
#25:30406,Cycling
#25:30406,Thinking
#23:30311,Accompanying
#24:30390,Accompanying
#23:30492,Accompanying
#24:30267,Talking
#22:30614,Walking
#24:30277,Listening
#24:30275,Walking
#22:30670,Accompanying
#22:30670,Talking
#22:30670,Thinking
#22:30518,Cycling
#22:30518,Accompanying
#25:30402,Accompanying
#22:30652,Walking
#23:30343,Accompanying
#24:30623,Relaxing
#24:30623,ReadingDevice
#24:30623,Accompanying
#24:30623,Thinking
#22:30560,Walking
#23:34483,Accompanying
#22:30380,Browsing
#22:30380,Accompanying
#22:30380,Talking
#24:30294,Listening
#23:30355,Cycling
#25:30431,Accompanying
#25:30431,Talking
#24:30845,Thinking
#22:30496,Accompanying
#22:30496,Thinking
#22:30496,Eating
#22:30419,Walking
#22:30419,Accompanying
#25:30292,Accompanying
#25:30292,Talking
#23:30496,Accompanying
#24:30745,Walking
#22:30444,Other
#25:30435,Talking
#25:30435,Accompanying
#22:30653,Walking
#23:30485,Cycling
#23:30485,Accompanying
#25:31258,Eating
#22:31769,Walking
#22:31769,Listening
#22:31769,Thinking
#22:30499,Cycling
#22:30499,Eating
#22:30499,Thinking
#22:30499,Accompanying
#25:30641,Cycling
#25:30641,Accompanying
#25:30641,Talking
#25:30311,Walking
#23:30490,Accompanying
#25:35267,Walking
#24:30481,Listening
#24:30426,Accompanying
#25:30389,Cycling
#24:30857,Accompanying
#24:30857,Other
#24:30436,Cycling
#24:30436,Accompanying
#23:30531,Talking
#23:30531,Accompanying
#22:30488,Accompanying
#22:30488,Talking
#22:31853,Accompanying
#24:30518,Cycling
#24:30518,Accompanying
#24:31303,PersonalCare
#24:30437,ReadingDevice
#24:30437,Talking
#24:30708,Accompanying
#24:32742,Accompanying
#24:32742,Talking
#24:30659,Accompanying
#24:30659,Walking
#24:30659,Thinking
#24:30659,Talking
#22:32264,Talking
#22:32264,Accompanying
#25:30433,Accompanying
#25:30433,Talking
#22:30533,Browsing
#23:30479,Accompanying
#23:30479,Talking
#25:32717,Cycling
#22:30548,Accompanying
#22:30548,Walking
#24:31674,Walking
#24:31674,Accompanying
#24:31674,Talking
#24:31674,Thinking
#24:30482,Listening
#25:30447,Cycling
#25:30447,Thinking
#22:30574,Cycling
#22:30566,Accompanying
#24:30742,Accompanying
#22:35483,Listening
#25:32718,Cycling
#23:30570,Listening
#22:31011,Talking
#22:31011,Accompanying
#25:30473,Accompanying
#22:30715,Cycling
#23:30568,Cycling
#23:30568,Accompanying
#25:30440,Walking
#25:30440,Thinking
#24:30689,Accompanying
#24:30689,Walking
#22:30674,Cycling
#25:32136,Driving
#24:30633,Walking
#24:30633,Thinking
#25:30590,Accompanying
#24:30954,Browsing
#24:30954,Driving
#23:30760,Browsing
#23:30865,Cycling
#25:30679,Walking
#22:30828,ReadingPaper
#22:31767,Thinking
#22:31767,Walking
#25:30781,Thinking
#22:31386,Cycling
#22:31997,Accompanying
#25:31185,Accompanying
#24:31230,Accompanying
#24:31230,Cycling
#25:30698,Cycling
#22:31734,Cycling
#25:30812,Listening
#23:30890,Cycling
#22:33235,Listening
#22:33235,Accompanying
#25:31631,Cycling
#25:31631,Thinking
#22:30827,Driving
#25:31267,Accompanying
#25:31267,Cycling
#24:32046,Listening
#24:32046,ReadingDevice
#22:32849,Cycling
#22:32849,Thinking
#23:30883,Listening
#22:33931,Listening
#22:30803,Cycling
#22:30803,Listening
#22:33267,Listening
#22:33270,Walking
#22:33270,Listening
#22:31563,Browsing
#22:31563,Relaxing
#22:31563,ReadingDevice
#25:30803,Listening
#25:30803,Thinking
#25:30803,Cycling
#24:30876,Watching
#25:30697,Cycling
#24:30735,Cycling
#22:30890,Talking
#24:30838,Walking
#23:31004,Driving
#23:31105,Listening
#23:31105,Watching
#24:30839,Walking
#24:32191,Driving
#24:32191,Accompanying
#24:32191,Thinking
#24:32191,Talking
#24:32191,Eating
#23:31199,Accompanying
#24:31722,Walking
#24:31722,Accompanying
#24:31722,Eating
#23:30895,Cycling
#23:31733,Thinking
#22:31447,Walking
#22:31447,Browsing
#23:31175,Walking
#24:30829,Walking
#24:30829,Browsing
#24:30829,Listening
#24:30829,Talking
#24:30829,Thinking
#22:30920,ReadingPaper
#25:31087,Walking
#25:31087,Accompanying
#25:31087,Thinking
#25:31087,Talking
#24:31133,Cycling
#22:31022,Thinking
#22:31022,Thinking
#23:31363,Cycling
#23:31363,Accompanying
#25:30834,Cycling
#25:30848,Cycling
#25:30848,Accompanying
#25:30848,Eating
#23:31009,Accompanying
#23:30922,Cycling
#23:30922,Thinking
#22:30954,Cycling
#25:30852,Listening
#25:30852,Thinking
#25:30852,Walking
#24:30980,ReadingPaper
#23:30960,Thinking
#24:31688,Walking
#23:31961,Accompanying
#23:31961,Browsing
#27:8770,Thinking
#24:32741,Accompanying
#25:30853,Cycling
#25:30853,Thinking
#24:35396,Browsing
#23:31005,Talking
#23:31005,Driving
#23:31292,Cycling
#25:31270,Accompanying
#22:31250,Walking
#23:30991,Cycling
#24:30961,Accompanying
#25:31632,Cycling
#25:31632,Thinking
#23:31353,Listening
#25:30884,Listening
#25:31606,Cycling
#22:31065,Cycling
#24:33802,Cycling
#25:30911,Cycling
#22:31137,PersonalCare
#22:31137,Thinking
#22:31191,Listening
#22:31191,Cycling
#23:30980,Cycling
#25:31132,Listening
#23:31875,Driving
#23:31875,Browsing
#25:30908,Listening
#25:30919,Listening
#25:31099,Other
#25:31136,Cycling
#23:31176,Thinking
#24:30972,Listening
#24:30972,Listening
#24:30973,Cycling
#25:31089,Cycling
#22:31261,Cycling
#22:31261,Listening
#23:31262,Talking
#24:30941,Listening
#24:31821,PersonalCare
#23:33940,Listening
#22:31313,Cycling
#25:31004,Accompanying
#23:39533,Thinking
#23:39533,Accompanying
#24:31145,Listening
#25:31186,Cycling
#25:31186,Accompanying
#25:31186,Thinking
#22:31427,Listening
#25:31819,Driving
#22:31773,Walking
#22:31773,Listening
#22:31773,Thinking
#25:39435,Accompanying
#24:31116,Accompanying
#23:31032,Cycling
#23:31032,Accompanying
#23:31107,Listening
#23:31107,Browsing
#23:31107,Watching
#22:31761,Cycling
#22:31761,Accompanying
#25:30936,ReadingPaper
#25:31124,Watching
#22:31123,Other
#24:31041,Listening
#23:35751,Driving
#25:31417,Talking
#25:31417,Accompanying
#23:31098,Accompanying
#23:39441,Accompanying
#22:31324,PersonalCare
#22:31927,Watching
#23:32446,Accompanying
#23:32446,ReadingPaper
#23:32280,Walking
#23:32280,Other
#24:31077,Cycling
#24:31077,Listening
#22:31217,Cycling
#22:31217,Talking
#25:31135,Walking
#25:31135,Thinking
#23:31174,Cycling
#25:31090,Driving
#22:31292,Thinking
#23:31178,Accompanying
#23:31178,Talking
#24:31144,Thinking
#24:39481,Thinking
#25:32188,Walking
#25:32188,Other
#26:9189,Listening
#23:32348,Cycling
#24:31180,Cycling
#24:31180,Listening
#24:31180,Thinking
#23:31281,Cycling
#25:31134,Cycling
#25:31134,Thinking
#22:31441,Listening
#22:31441,Cycling
#23:32353,Relaxing
#23:32353,ReadingDevice
#23:32353,Thinking
#23:32353,Listening
#25:31166,Browsing
#27:8800,Listening
#25:31300,Watching
#23:31400,Accompanying
#25:31729,Listening
#25:31729,Thinking
#22:31314,Cycling
#24:31864,Cycling
#24:31217,Driving
#23:31755,Listening
#24:31238,Thinking
#22:32595,Cycling
#25:31607,Cycling
#23:31288,Cycling
#23:32784,Relaxing
#23:32784,Browsing
#23:32784,Thinking
#25:31661,Browsing
#25:31633,Walking
#25:31633,Thinking
#24:31913,Browsing
#24:31913,Listening
#24:31913,Watching
#22:31390,Cycling
#22:31390,Accompanying
#23:31364,Accompanying
#23:31364,Cycling
#23:31377,Cycling
#25:31187,Cycling
#23:31647,Walking
#23:31647,Listening
#22:32133,Relaxing
#22:32133,Browsing
#22:32133,ReadingDevice
#22:32133,Listening
#22:31975,Cycling
#25:31318,Listening
#25:31466,Walking
#25:31307,Cycling
#25:31307,Other
#25:31284,Cycling
#25:31284,Listening
#25:31284,Thinking
#25:31955,Relaxing
#25:31955,Listening
#25:31955,Browsing
#25:31308,Walking
#25:31308,Listening
#25:31662,Listening
#25:31662,Walking
#25:31662,Browsing
#25:32192,Cycling
#23:31411,Accompanying
#25:31292,Cycling
#25:31292,Thinking
#25:31356,Cycling
#23:31413,Walking
#22:31596,Browsing
#22:31596,Talking
#23:31685,Walking
#23:31532,ReadingDevice
#25:31341,ReadingPaper
#22:31506,Accompanying
#22:31506,Cycling
#23:31450,Cycling
#22:31603,Cycling
#22:31603,Listening
#22:31482,Eating
#24:31584,Walking
#25:31402,Listening
#23:31462,Thinking
#23:31462,Walking
#24:32560,Accompanying
#22:31600,Driving
#22:31600,Browsing
#23:31560,Talking
#23:31699,Cycling
#23:31699,Thinking
#23:31641,Other
#22:32071,Cycling
#24:31987,Cycling
#25:31570,Browsing
#23:31553,Walking
#23:31553,Thinking
#24:31846,Watching
#24:32969,Cycling
#24:31473,Relaxing
#22:31588,Thinking
#24:32454,Accompanying
#24:31517,Browsing
#24:31613,Browsing
#24:31559,Thinking
#23:31651,Accompanying
#23:31651,Walking
#22:32646,Accompanying
#25:31564,Accompanying
#24:31838,Walking
#24:31847,Accompanying
#24:32738,Browsing
#24:32738,Listening
#24:32738,Talking
